Year,Month,Date,Region,WYType,FlowPulseType,SamplePeriod,StationCode,Genus,CPUEZoop
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Camptocercus,7.94261715130929
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Acartiella,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Eurytemora,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Monospilus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Microcyclops,7.94261715130929
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Eucyclops,7.94261715130929
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Pleuroxus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Osphranticum,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Sida,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Disparalona,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Mesocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Graptoleberis,15.8852343026186
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Kurzia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Simocephalus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Moina,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Leydigia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Acanthocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Macrocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Picripleuroxus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Arctodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Pseudochydorus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Scapholeberis,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Alonella,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Diacyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Eurycercus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Leptodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Skistodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Paracyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Ergasilus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Tropocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Anchistropus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,BL5,Acartia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Sinocalanus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Pseudodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,NA,10211.989299913497
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Bosmina,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Diaphanosoma,67.0860610943222
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Alona,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Chydorus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Ceriodaphnia,44.7240407295482
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Daphnia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Diaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Ilyocryptus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Macrothrix,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Limnoithona,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Camptocercus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Acartiella,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Eurytemora,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Monospilus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Microcyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Eucyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Pleuroxus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Osphranticum,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Sida,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Disparalona,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Mesocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Graptoleberis,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Kurzia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Simocephalus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Moina,22.3620203647741
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Leydigia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Acanthocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Macrocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Picripleuroxus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Arctodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Pseudochydorus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Scapholeberis,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Alonella,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Diacyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Eurycercus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Leptodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Skistodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Paracyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Ergasilus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Tropocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Anchistropus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,LIB,Acartia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Sinocalanus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Pseudodiaptomus,1158.702372047114
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,NA,4707.087218998415
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Bosmina,20.3281117903002
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Diaphanosoma,20.3281117903002
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Alona,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Chydorus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Ceriodaphnia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Daphnia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Diaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Ilyocryptus,20.3281117903002
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Macrothrix,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Limnoithona,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Camptocercus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Acartiella,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Eurytemora,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Monospilus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Microcyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Eucyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Pleuroxus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Osphranticum,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Sida,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Disparalona,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Mesocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Graptoleberis,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Kurzia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Simocephalus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Moina,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Leydigia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Acanthocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Macrocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Picripleuroxus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Arctodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Pseudochydorus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Scapholeberis,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Alonella,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Diacyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Eurycercus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Leptodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Skistodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Paracyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Ergasilus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Tropocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Anchistropus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RVB,Acartia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Sinocalanus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Pseudodiaptomus,155.130659561001
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,NA,9514.680453074721
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Bosmina,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Diaphanosoma,25.8551099268335
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Alona,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Chydorus,51.710219853667
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Ceriodaphnia,51.710219853667
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Daphnia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Diaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Ilyocryptus,25.8551099268335
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Macrothrix,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Limnoithona,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Camptocercus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Acartiella,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Eurytemora,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Monospilus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Microcyclops,25.8551099268335
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Eucyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Pleuroxus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Osphranticum,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Sida,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Disparalona,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Mesocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Graptoleberis,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Kurzia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Simocephalus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Moina,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Leydigia,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Acanthocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Macrocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Picripleuroxus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Arctodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Pseudochydorus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Scapholeberis,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Alonella,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Diacyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Eurycercus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Leptodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Skistodiaptomus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Paracyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Ergasilus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Tropocyclops,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Anchistropus,0
2018,Jul,2018-07-26,Downstream,BN,MA-Ag,Before,RYI,Acartia,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Sinocalanus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Pseudodiaptomus,34.4784103200508
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,NA,3499.558647485154
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Bosmina,22.9856068800339
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Diaphanosoma,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Alona,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Chydorus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Ceriodaphnia,11.4928034400169
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Daphnia,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Diaptomus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Ilyocryptus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Macrothrix,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Limnoithona,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Camptocercus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Acartiella,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Eurytemora,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Monospilus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Microcyclops,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Eucyclops,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Pleuroxus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Osphranticum,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Sida,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Disparalona,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Mesocyclops,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Graptoleberis,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Kurzia,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Simocephalus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Moina,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Leydigia,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Acanthocyclops,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Macrocyclops,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Picripleuroxus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Arctodiaptomus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Pseudochydorus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Scapholeberis,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Alonella,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Diacyclops,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Eurycercus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Leptodiaptomus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Skistodiaptomus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Paracyclops,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Ergasilus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Tropocyclops,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Anchistropus,0
2018,Aug,2018-08-02,Upstream,BN,MA-Ag,Before,STTD,Acartia,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Sinocalanus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Pseudodiaptomus,51.9550592156143
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,NA,9963.825800683362
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Bosmina,17.3183530718714
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Diaphanosoma,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Alona,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Chydorus,51.9550592156143
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Ceriodaphnia,17.3183530718714
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Daphnia,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Diaptomus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Ilyocryptus,17.3183530718714
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Macrothrix,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Limnoithona,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Camptocercus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Acartiella,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Eurytemora,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Monospilus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Microcyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Eucyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Pleuroxus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Osphranticum,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Sida,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Disparalona,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Mesocyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Graptoleberis,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Kurzia,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Simocephalus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Moina,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Leydigia,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Acanthocyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Macrocyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Picripleuroxus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Arctodiaptomus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Pseudochydorus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Scapholeberis,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Alonella,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Diacyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Eurycercus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Leptodiaptomus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Skistodiaptomus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Paracyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Ergasilus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Tropocyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Anchistropus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,BL5,Acartia,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Sinocalanus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Pseudodiaptomus,278.778725340837
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,NA,4417.224691473735
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Bosmina,32.1667760008658
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Diaphanosoma,10.7222586669553
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Alona,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Chydorus,32.1667760008658
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Ceriodaphnia,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Daphnia,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Diaptomus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Ilyocryptus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Macrothrix,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Limnoithona,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Camptocercus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Acartiella,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Eurytemora,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Monospilus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Microcyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Eucyclops,10.7222586669553
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Pleuroxus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Osphranticum,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Sida,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Disparalona,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Mesocyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Graptoleberis,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Kurzia,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Simocephalus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Moina,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Leydigia,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Acanthocyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Macrocyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Picripleuroxus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Arctodiaptomus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Pseudochydorus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Scapholeberis,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Alonella,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Diacyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Eurycercus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Leptodiaptomus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Skistodiaptomus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Paracyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Ergasilus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Tropocyclops,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Anchistropus,0
2018,Aug,2018-08-02,Downstream,BN,MA-Ag,Before,RYI,Acartia,0
2018,Aug,2018-08-07,Upstream,BN,MA-Ag,Before,I80,Sinocalanus,0
