Date,Station,Flow,DO,Turbidity,Conductivity,pH,Chl,Temperature
9/18/2019 22:00,RVB,88200,8.2,3.9,153,7.4,0.76,19.94444444
9/18/2019 22:15,RVB,89200,8.2,4.17,154,7.5,0.85,19.94444444
9/18/2019 22:30,RVB,85800,8.2,4.46,154,7.5,0.86,19.88888889
9/18/2019 22:45,RVB,83900,8.2,4.17,154,7.5,0.96,19.88888889
9/18/2019 23:00,RVB,83800,8.2,4.69,154,7.5,1.01,19.83333333
9/18/2019 23:15,RVB,80900,8.2,4.01,154,7.5,0.95,19.83333333
9/18/2019 23:30,RVB,80100,8.2,3.87,154,7.5,0.97,19.77777778
9/18/2019 23:45,RVB,77900,8.1,3.55,154,7.5,0.86,19.77777778
9/19/2019 0:00,RVB,75500,8.1,4.32,154,7.5,0.86,19.72222222
9/19/2019 0:15,RVB,74400,8.2,4.78,154,7.5,0.8,19.72222222
9/19/2019 0:30,RVB,72100,8.2,3.91,154,7.5,0.72,19.66666667
9/19/2019 0:45,RVB,70000,8.1,4.26,154,7.5,0.83,19.66666667
9/19/2019 1:00,RVB,69400,8.2,3.27,155,7.5,0.9,19.66666667
9/19/2019 1:15,RVB,65000,8.1,2.88,155,7.5,0.96,19.66666667
9/19/2019 1:30,RVB,59800,8.1,3.53,156,7.5,0.86,19.66666667
9/19/2019 1:45,RVB,54400,8.1,3.57,156,7.5,0.93,19.66666667
9/19/2019 2:00,RVB,47400,8.1,3.77,157,7.5,0.86,19.66666667
9/19/2019 2:15,RVB,37600,8.1,3.07,158,7.5,0.84,19.66666667
9/19/2019 2:30,RVB,27300,8.1,2.68,158,7.5,1.05,19.61111111
9/19/2019 2:45,RVB,15700,8,2.54,158,7.5,0.84,19.61111111
9/19/2019 3:00,RVB,4610,8,2.63,158,7.5,0.77,19.61111111
9/19/2019 3:15,RVB,-8920,8.1,3.01,158,7.5,0.75,19.61111111
9/19/2019 3:30,RVB,-22900,8.1,3.31,159,7.5,0.8,19.61111111
9/19/2019 3:45,RVB,-31600,8.1,3.17,159,7.5,0.78,19.61111111
9/19/2019 4:00,RVB,-38900,8.2,3.19,159,7.5,0.87,19.61111111
9/19/2019 4:15,RVB,-47000,8.2,3.1,159,7.5,0.77,19.61111111
9/19/2019 4:30,RVB,-52900,8.2,3.3,157,7.5,0.69,19.61111111
9/19/2019 4:45,RVB,-56600,8.2,3.38,157,7.5,0.75,19.61111111
9/19/2019 5:00,RVB,-59600,8.2,3.33,156,7.5,0.79,19.55555556
9/19/2019 5:15,RVB,-62100,8.2,3.13,154,7.5,0.97,19.5
9/19/2019 5:30,RVB,-59600,8.2,3.24,154,7.5,0.83,19.55555556
9/19/2019 5:45,RVB,-58900,8.2,3.97,155,7.5,0.89,19.55555556
9/19/2019 6:00,RVB,-56100,8.2,3.2,154,7.5,0.89,19.55555556
9/19/2019 6:15,RVB,-52800,8.2,2.96,155,7.5,0.85,19.55555556
9/19/2019 6:30,RVB,-50000,8.2,3.94,155,7.4,0.8,19.55555556
9/19/2019 6:45,RVB,-44400,8.1,2.9,155,7.4,0.81,19.55555556
9/19/2019 7:00,RVB,-38900,8.1,2.67,154,7.5,1.04,19.55555556
9/19/2019 7:15,RVB,-32800,8.1,2.44,154,7.5,0.98,19.55555556
9/19/2019 7:30,RVB,-25000,8.1,2.68,154,7.5,0.63,19.55555556
9/19/2019 7:45,RVB,-16600,8.2,3.09,154,7.5,0.75,19.55555556
9/19/2019 8:00,RVB,-7320,8.2,2.41,154,7.5,0.92,19.55555556
9/19/2019 8:15,RVB,1490,8.2,4.14,154,7.5,0.81,19.61111111
9/19/2019 8:30,RVB,12500,8.2,2.88,154,7.5,0.84,19.61111111
9/19/2019 8:45,RVB,23700,8.2,2.79,154,7.5,0.77,19.61111111
9/19/2019 9:00,RVB,36100,8.2,2.6,154,7.5,0.63,19.61111111
9/19/2019 9:15,RVB,44800,8.2,2.88,154,7.5,0.65,19.61111111
9/19/2019 9:30,RVB,53800,8.2,2.7,155,7.5,0.67,19.61111111
9/19/2019 9:45,RVB,58800,8.2,3.42,155,7.5,0.65,19.61111111
9/19/2019 10:00,RVB,64700,8.3,3.12,149,7.5,0.62,19.44444444
9/19/2019 10:15,RVB,66900,8.4,3.17,148,7.5,0.7,19.38888889
9/19/2019 10:30,RVB,69000,8.3,3.2,150,7.5,0.57,19.44444444
9/19/2019 10:45,RVB,69100,8.3,3.42,149,7.5,0.63,19.44444444
9/19/2019 11:00,RVB,70300,8.4,2.82,147,7.5,0.75,19.27777778
9/19/2019 11:15,RVB,67700,8.4,3.22,146,7.5,0.55,19.22222222
9/19/2019 11:30,RVB,67100,8.4,3.66,146,7.5,0.66,19.27777778
9/19/2019 11:45,RVB,66900,8.4,3.63,149,7.5,0.8,19.38888889
9/19/2019 12:00,RVB,61700,8.4,3.4,151,7.5,0.64,19.44444444
9/19/2019 12:15,RVB,57700,8.4,2.87,151,7.5,0.7,19.5
9/19/2019 12:30,RVB,52900,8.4,3.4,152,7.5,0.63,19.55555556
9/19/2019 12:45,RVB,47800,8.4,3.15,153,7.5,0.69,19.55555556
9/19/2019 13:00,RVB,42200,8.4,3.32,153,7.5,0.72,19.55555556
9/19/2019 13:15,RVB,35600,8.4,3.09,154,7.5,0.76,19.55555556
9/19/2019 13:30,RVB,27700,8.3,2.86,154,7.5,0.66,19.55555556
9/19/2019 13:45,RVB,17600,8.3,2.36,154,7.5,0.68,19.55555556
9/19/2019 14:00,RVB,6620,8.6,5,153,7.5,0.86,19.72222222
9/19/2019 14:15,RVB,-5430,8.6,2.86,152,7.5,0.72,19.77777778
9/19/2019 14:30,RVB,-18000,8.5,2.6,153,7.5,0.65,19.72222222
9/19/2019 14:45,RVB,-30400,8.4,2.64,154,7.5,0.68,19.61111111
9/19/2019 15:00,RVB,-38900,8.4,3.17,154,7.5,0.66,19.61111111
9/19/2019 15:15,RVB,-47200,8.3,2.98,154,7.5,0.63,19.55555556
9/19/2019 15:30,RVB,-53300,8.3,3.24,154,7.5,0.83,19.55555556
9/19/2019 15:45,RVB,-58700,8.3,3.38,153,7.5,0.68,19.5
9/19/2019 16:00,RVB,-63600,8.3,3.42,153,7.5,0.7,19.5
9/19/2019 16:15,RVB,-66200,8.3,3.78,152,7.5,0.75,19.5
9/19/2019 16:30,RVB,-68500,8.3,3.41,152,7.5,0.67,19.5
9/19/2019 16:45,RVB,-70200,8.3,3.7,151,7.5,0.68,19.5
9/19/2019 17:00,RVB,-68200,8.4,3.41,150,7.5,0.77,19.5
9/19/2019 17:15,RVB,-68000,8.4,3.4,149,7.5,0.71,19.55555556
9/19/2019 17:30,RVB,-66100,8.4,3.26,149,7.5,0.76,19.55555556
9/19/2019 17:45,RVB,-62800,8.4,3.29,148,7.5,0.8,19.55555556
9/19/2019 18:00,RVB,-58100,8.4,3.25,148,7.5,0.87,19.55555556
9/19/2019 18:15,RVB,-54900,8.3,3.03,148,7.5,0.87,19.55555556
9/19/2019 18:30,RVB,-49000,8.3,2.71,148,7.5,0.92,19.55555556
9/19/2019 18:45,RVB,-43900,8.3,2.74,149,7.5,0.84,19.55555556
9/19/2019 19:00,RVB,-36900,8.3,2.72,149,7.5,0.92,19.61111111
9/19/2019 19:15,RVB,-29300,8.3,2.41,149,7.5,1.01,19.61111111
9/19/2019 19:30,RVB,-19200,8.2,2.43,149,7.5,0.9,19.61111111
9/19/2019 19:45,RVB,-6120,8.2,2.15,150,7.5,1.02,19.66666667
9/19/2019 20:00,RVB,8550,8.1,2.35,150,7.5,0.91,19.66666667
9/19/2019 20:15,RVB,22600,8.2,2.97,151,7.5,0.94,19.72222222
9/19/2019 20:30,RVB,38700,8.2,2.63,151,7.5,1,19.72222222
9/19/2019 20:45,RVB,50400,8.3,2.69,150,7.5,0.88,19.72222222
9/19/2019 21:00,RVB,59900,8.3,2.77,150,7.5,0.94,19.61111111
9/19/2019 21:15,RVB,68900,8.3,2.97,149,7.5,1.04,19.55555556
9/19/2019 21:30,RVB,74500,8.3,3.24,149,7.5,0.99,19.55555556
9/19/2019 21:45,RVB,78300,8.2,3.71,149,7.5,0.84,19.55555556
9/19/2019 22:00,RVB,80000,8.3,4.43,149,7.5,0.89,19.55555556
9/19/2019 22:15,RVB,83500,8.3,3.74,149,7.5,0.86,19.55555556
9/19/2019 22:30,RVB,84900,8.3,3.44,149,7.5,0.99,19.5
9/19/2019 22:45,RVB,85900,8.3,3.63,149,7.5,0.89,19.5
9/19/2019 23:00,RVB,85900,8.3,3.91,149,7.4,0.9,19.44444444
9/19/2019 23:15,RVB,83800,8.3,4.25,149,7.5,0.88,19.44444444
9/19/2019 23:30,RVB,82600,8.3,4.27,150,7.5,0.82,19.44444444
9/19/2019 23:45,RVB,80800,8.3,4.19,150,7.4,0.79,19.38888889
9/20/2019 0:00,RVB,79500,8.2,4.19,150,7.5,0.85,19.38888889
9/20/2019 0:15,RVB,79200,8.3,4.41,150,7.5,1.07,19.38888889
9/20/2019 0:30,RVB,76300,8.3,4.32,150,7.5,0.85,19.38888889
9/20/2019 0:45,RVB,75100,8.3,3.4,150,7.5,0.86,19.33333333
9/20/2019 1:00,RVB,74500,8.3,4.19,150,7.5,0.84,19.33333333
9/20/2019 1:15,RVB,73500,8.3,3.63,151,7.5,0.82,19.33333333
9/20/2019 1:30,RVB,72700,8.3,3.13,151,7.5,0.89,19.33333333
9/20/2019 1:45,RVB,69200,8.2,3.76,152,7.5,0.82,19.33333333
9/20/2019 2:00,RVB,65900,8.2,4,154,7.5,0.84,19.33333333
9/20/2019 2:15,RVB,60400,8.2,3.39,154,7.5,0.81,19.33333333
9/20/2019 2:30,RVB,55200,8.2,3.42,155,7.5,0.85,19.33333333
9/20/2019 2:45,RVB,49100,8.2,2.91,157,7.5,0.72,19.33333333
9/20/2019 3:00,RVB,41600,8.2,3.34,158,7.5,0.97,19.33333333
9/20/2019 3:15,RVB,33500,8.2,2.87,158,7.5,0.82,19.33333333
9/20/2019 3:30,RVB,23500,8.1,2.83,158,7.5,0.83,19.33333333
9/20/2019 3:45,RVB,12800,8.1,2.38,159,7.5,0.78,19.33333333
9/20/2019 4:00,RVB,1500,8.1,2.91,159,7.5,0.79,19.33333333
9/20/2019 4:15,RVB,-10900,8.1,3.36,159,7.5,0.78,19.33333333
9/20/2019 4:30,RVB,-21700,8.2,3.41,160,7.6,0.88,19.33333333
9/20/2019 4:45,RVB,-31300,8.2,4,160,7.5,0.84,19.33333333
9/20/2019 5:00,RVB,-37900,8.2,2.91,160,7.6,0.79,19.38888889
9/20/2019 5:15,RVB,-44400,8.2,3.24,160,7.6,0.83,19.33333333
9/20/2019 5:30,RVB,-49900,8.3,3.4,160,7.5,0.84,19.33333333
9/20/2019 5:45,RVB,-54500,8.3,2.96,158,7.5,0.79,19.33333333
9/20/2019 6:00,RVB,-56900,8.3,3.07,157,7.5,0.87,19.33333333
9/20/2019 6:15,RVB,-57800,8.2,3.05,156,7.5,0.77,19.27777778
9/20/2019 6:30,RVB,-57600,8.3,3.69,156,7.5,0.8,19.27777778
9/20/2019 6:45,RVB,-55800,8.2,3.28,156,7.5,0.77,19.27777778
9/20/2019 7:00,RVB,-53100,8.2,3.76,155,7.5,0.88,19.27777778
9/20/2019 7:15,RVB,-49400,8.2,3.18,154,7.5,0.86,19.27777778
9/20/2019 7:30,RVB,-45900,8.2,2.58,154,7.5,0.8,19.27777778
9/20/2019 7:45,RVB,-39400,8.2,3.39,154,7.4,0.74,19.27777778
9/20/2019 8:00,RVB,-36400,8.2,2.88,153,7.5,0.85,19.27777778
9/20/2019 8:15,RVB,-30700,8.2,2.82,153,7.5,0.74,19.27777778
9/20/2019 8:30,RVB,-22700,8.2,3.04,153,7.4,0.62,19.27777778
9/20/2019 8:45,RVB,-14600,8.3,2.99,152,7.5,0.71,19.27777778
9/20/2019 9:00,RVB,-6470,8.4,2.72,152,7.5,0.67,19.33333333
9/20/2019 9:15,RVB,1300,8.3,2.68,152,7.5,0.64,19.38888889
9/20/2019 9:30,RVB,10900,8.3,2.61,153,7.5,0.68,19.38888889
9/20/2019 9:45,RVB,20500,8.3,2.67,153,7.5,0.74,19.38888889
9/20/2019 10:00,RVB,29600,8.3,2.63,154,7.5,0.69,19.38888889
9/20/2019 10:15,RVB,37100,8.3,2.67,154,7.5,0.64,19.33333333
9/20/2019 10:30,RVB,42900,8.3,2.65,154,7.5,0.63,19.33333333
9/20/2019 10:45,RVB,45600,8.3,2.73,155,7.5,0.65,19.38888889
9/20/2019 11:00,RVB,51200,8.4,2.83,152,7.5,0.78,19.33333333
9/20/2019 11:15,RVB,53600,8.5,2.77,148,7.5,0.69,19.27777778
9/20/2019 11:30,RVB,55100,8.6,2.42,147,7.5,0.64,19.27777778
9/20/2019 11:45,RVB,53700,8.5,3.09,148,7.5,0.61,19.27777778
9/20/2019 12:00,RVB,53800,8.5,5.54,147,7.5,0.71,19.22222222
9/20/2019 12:15,RVB,55700,8.5,2.96,146,7.5,0.76,19.16666667
9/20/2019 12:30,RVB,52900,8.6,2.78,145,7.5,0.71,19.05555556
9/20/2019 12:45,RVB,52400,8.6,2.92,144,7.5,0.62,19.05555556
9/20/2019 13:00,RVB,48100,8.6,2.33,144,7.5,0.78,19.11111111
9/20/2019 13:15,RVB,42300,8.6,2.63,145,7.5,0.74,19.11111111
9/20/2019 13:30,RVB,36600,8.6,2.31,146,7.5,0.64,19.22222222
9/20/2019 13:45,RVB,30600,8.6,2.36,147,7.5,0.89,19.27777778
9/20/2019 14:00,RVB,24300,8.6,2.4,148,7.5,0.79,19.27777778
9/20/2019 14:15,RVB,16400,8.5,2.6,148,7.5,0.67,19.27777778
9/20/2019 14:30,RVB,8000,8.6,3.06,148,7.5,0.73,19.33333333
9/20/2019 14:45,RVB,-988,8.7,2.74,147,7.5,0.73,19.44444444
9/20/2019 15:00,RVB,-8980,8.6,2.46,148,7.5,0.67,19.44444444
9/20/2019 15:15,RVB,-18100,8.6,2.99,149,7.5,0.83,19.44444444
9/20/2019 15:30,RVB,-28700,8.6,2.34,149,7.5,0.86,19.44444444
9/20/2019 15:45,RVB,-38200,8.5,2.3,149,7.5,0.84,19.38888889
9/20/2019 16:00,RVB,-42900,8.5,2.41,149,7.5,0.85,19.33333333
9/20/2019 16:15,RVB,-49700,8.5,2.8,147,7.5,0.77,19.27777778
9/20/2019 16:30,RVB,-53600,8.5,2.61,146,7.5,0.77,19.27777778
9/20/2019 16:45,RVB,-58500,8.6,3.3,146,7.5,0.84,19.27777778
9/20/2019 17:00,RVB,-61200,8.5,3.02,146,7.5,0.8,19.27777778
9/20/2019 17:15,RVB,-61600,8.5,2.81,146,7.5,0.79,19.27777778
9/20/2019 17:30,RVB,-61400,8.5,3.26,146,7.5,0.93,19.33333333
9/20/2019 17:45,RVB,-63600,8.5,2.65,146,7.5,0.91,19.33333333
9/20/2019 18:00,RVB,-63400,8.5,2.96,147,7.5,0.84,19.38888889
9/20/2019 18:15,RVB,-61700,8.5,2.65,147,7.5,0.89,19.38888889
9/20/2019 18:30,RVB,-57500,8.4,2.68,148,7.5,0.88,19.44444444
9/20/2019 18:45,RVB,-54100,8.4,2.52,148,7.5,0.88,19.44444444
9/20/2019 19:00,RVB,-53700,8.3,2.98,149,7.5,0.85,19.5
9/20/2019 19:15,RVB,-49700,8.4,2.71,149,7.5,0.9,19.5
9/20/2019 19:30,RVB,-42900,8.3,2.71,149,7.5,0.98,19.55555556
9/20/2019 19:45,RVB,-35100,8.3,4.4,150,7.5,0.96,19.55555556
9/20/2019 20:00,RVB,-25800,8.3,3.45,150,7.5,0.77,19.55555556
9/20/2019 20:15,RVB,-16400,8.2,2.54,150,7.5,0.79,19.55555556
9/20/2019 20:30,RVB,-3280,8.2,2.38,150,7.5,0.87,19.55555556
9/20/2019 20:45,RVB,10300,8.3,2.61,150,7.5,0.83,19.55555556
9/20/2019 21:00,RVB,24000,8.3,2.76,150,7.5,0.99,19.55555556
9/20/2019 21:15,RVB,38700,8.3,2.74,150,7.5,0.92,19.55555556
9/20/2019 21:30,RVB,51300,8.3,2.81,151,7.5,0.84,19.55555556
9/20/2019 21:45,RVB,61600,8.3,2.84,149,7.5,0.79,19.5
9/20/2019 22:00,RVB,67800,8.3,3.25,149,7.5,1.07,19.5
9/20/2019 22:15,RVB,71600,8.3,3.19,149,7.5,0.91,19.44444444
9/20/2019 22:30,RVB,75700,8.4,3.65,148,7.5,0.76,19.44444444
9/20/2019 22:45,RVB,78600,8.4,3.25,147,7.5,0.87,19.38888889
9/20/2019 23:00,RVB,79900,8.4,3.2,146,7.5,0.87,19.38888889
9/20/2019 23:15,RVB,82000,8.4,3.33,146,7.5,0.87,19.33333333
9/20/2019 23:30,RVB,86300,8.4,3.57,146,7.5,0.97,19.33333333
9/20/2019 23:45,RVB,85500,8.4,3.33,146,7.5,0.88,19.27777778
9/21/2019 0:00,RVB,83600,8.4,3.25,146,7.5,1.02,19.27777778
9/21/2019 0:15,RVB,82800,8.4,4.51,146,7.5,0.85,19.22222222
9/21/2019 0:30,RVB,83300,8.4,4.24,146,7.5,0.95,19.22222222
9/21/2019 0:45,RVB,81600,8.4,3.81,147,7.4,0.85,19.22222222
9/21/2019 1:00,RVB,80300,8.4,4.05,147,7.4,0.82,19.22222222
9/21/2019 1:15,RVB,79400,8.4,4.04,147,7.5,0.87,19.16666667
9/21/2019 1:30,RVB,76900,8.4,3.62,148,7.5,0.88,19.16666667
9/21/2019 1:45,RVB,75700,8.4,3.59,148,7.5,1.3,19.16666667
9/21/2019 2:00,RVB,74500,8.3,3.23,148,7.5,0.98,19.16666667
9/21/2019 2:15,RVB,73100,8.3,3.91,149,7.5,0.72,19.16666667
9/21/2019 2:30,RVB,72000,8.3,3.54,150,7.5,0.93,19.16666667
9/21/2019 2:45,RVB,68900,8.3,3.59,151,7.5,0.82,19.16666667
9/21/2019 3:00,RVB,65600,8.3,3.56,152,7.5,0.8,19.22222222
9/21/2019 3:15,RVB,61200,8.3,3.18,153,7.5,0.91,19.22222222
9/21/2019 3:30,RVB,56800,8.3,3.05,154,7.5,0.85,19.22222222
9/21/2019 3:45,RVB,51300,8.3,3.16,155,7.5,0.98,19.22222222
9/21/2019 4:00,RVB,44600,8.2,3.25,157,7.6,0.84,19.27777778
9/21/2019 4:15,RVB,36900,8.2,2.62,158,7.6,0.78,19.27777778
9/21/2019 4:30,RVB,26900,8.2,2.68,159,7.6,1.05,19.27777778
9/21/2019 4:45,RVB,16200,8.1,2.86,159,7.5,0.78,19.27777778
9/21/2019 5:00,RVB,6480,8.1,7.36,160,7.5,1,19.27777778
9/21/2019 5:15,RVB,-5390,8.1,3.05,159,7.5,1.05,19.22222222
9/21/2019 5:30,RVB,-16900,8.2,4.17,160,7.5,0.9,19.27777778
9/21/2019 5:45,RVB,-26600,8.2,3.33,160,7.6,0.78,19.27777778
9/21/2019 6:00,RVB,-34500,8.3,3.61,160,7.5,0.87,19.27777778
9/21/2019 6:15,RVB,-41400,8.3,3.37,160,7.5,0.85,19.27777778
9/21/2019 6:30,RVB,-47200,8.3,3.06,159,7.5,0.87,19.27777778
9/21/2019 6:45,RVB,-51600,8.3,3.39,158,7.5,0.76,19.22222222
9/21/2019 7:00,RVB,-53600,8.3,3.46,157,7.5,0.7,19.22222222
9/21/2019 7:15,RVB,-55900,8.3,3.49,157,7.5,0.79,19.22222222
9/21/2019 7:30,RVB,-56400,8.3,3.16,156,7.5,0.84,19.22222222
9/21/2019 7:45,RVB,-55500,8.3,3.3,155,7.5,0.7,19.22222222
9/21/2019 8:00,RVB,-53500,8.3,3.25,155,7.5,0.68,19.16666667
9/21/2019 8:15,RVB,-50600,8.4,3.34,154,7.5,0.78,19.16666667
9/21/2019 8:30,RVB,-48500,8.3,3.1,154,7.5,0.69,19.16666667
9/21/2019 8:45,RVB,-43500,8.4,2.92,153,7.5,0.83,19.16666667
9/21/2019 9:00,RVB,-38200,8.4,3.53,153,7.5,0.75,19.16666667
9/21/2019 9:15,RVB,-34200,8.4,2.93,152,7.5,0.7,19.22222222
9/21/2019 9:30,RVB,-28600,8.4,2.96,152,7.5,0.72,19.27777778
9/21/2019 9:45,RVB,-23000,8.4,2.72,152,7.5,0.68,19.27777778
9/21/2019 10:00,RVB,-17400,8.4,2.67,152,7.5,0.66,19.33333333
9/21/2019 10:15,RVB,-11300,8.4,2.67,152,7.5,0.73,19.33333333
9/21/2019 10:30,RVB,-4490,8.5,2.36,153,7.5,0.67,19.44444444
9/21/2019 10:45,RVB,3380,8.6,2.39,153,7.5,0.71,19.44444444
9/21/2019 11:00,RVB,10000,8.6,2.78,153,7.5,0.75,19.38888889
9/21/2019 11:15,RVB,18300,8.5,2.46,152,7.5,0.69,19.44444444
9/21/2019 11:30,RVB,25600,8.6,2.59,152,7.5,0.77,19.38888889
9/21/2019 11:45,RVB,32900,8.5,2.37,152,7.5,0.69,19.33333333
9/21/2019 12:00,RVB,36500,8.5,2.42,152,7.5,0.76,19.33333333
9/21/2019 12:15,RVB,39200,8.5,2.66,153,7.5,0.61,19.33333333
9/21/2019 12:30,RVB,40100,8.4,2.79,152,7.5,0.72,19.27777778
9/21/2019 12:45,RVB,42900,8.6,2.45,149,7.5,0.69,19.33333333
9/21/2019 13:00,RVB,43600,8.7,2.81,147,7.5,0.62,19.33333333
9/21/2019 13:15,RVB,43800,8.7,2.65,147,7.5,0.67,19.33333333
9/21/2019 13:30,RVB,41600,8.7,2.68,148,7.6,0.75,19.33333333
9/21/2019 13:45,RVB,40300,8.7,2.95,148,7.5,0.77,19.33333333
9/21/2019 14:00,RVB,37800,8.6,2.6,146,7.5,0.75,19.22222222
9/21/2019 14:15,RVB,35000,8.6,2.66,145,7.5,0.74,19.22222222
9/21/2019 14:30,RVB,29900,8.7,2.47,145,7.5,0.75,19.16666667
9/21/2019 14:45,RVB,23000,8.6,2.64,144,7.5,0.67,19.16666667
9/21/2019 15:00,RVB,16900,8.6,3.05,145,7.5,0.77,19.22222222
9/21/2019 15:15,RVB,9460,8.6,2.59,145,7.5,0.79,19.22222222
9/21/2019 15:30,RVB,1680,8.7,4.5,146,7.5,0.79,19.33333333
9/21/2019 15:45,RVB,-6440,8.6,2.22,146,7.5,0.75,19.33333333
9/21/2019 16:00,RVB,-13800,8.7,3.89,146,7.5,0.9,19.33333333
9/21/2019 16:15,RVB,-19600,8.6,2.15,145,7.5,0.82,19.27777778
9/21/2019 16:30,RVB,-27200,8.6,2.06,144,7.5,0.87,19.16666667
9/21/2019 16:45,RVB,-32600,8.6,2.26,144,7.5,0.78,19.16666667
9/21/2019 17:00,RVB,-37700,8.5,2.16,144,7.5,0.79,19.16666667
9/21/2019 17:15,RVB,-41200,8.6,2.44,146,7.5,0.81,19.27777778
9/21/2019 17:30,RVB,-47200,8.5,2.39,145,7.5,0.87,19.27777778
9/21/2019 17:45,RVB,-51400,8.6,2.63,146,7.5,0.82,19.33333333
9/21/2019 18:00,RVB,-54000,8.5,2.71,146,7.5,0.8,19.33333333
9/21/2019 18:15,RVB,-54500,8.5,2.78,147,7.5,0.78,19.33333333
9/21/2019 18:30,RVB,-57600,8.5,2.51,147,7.5,0.92,19.33333333
9/21/2019 18:45,RVB,-56900,8.5,2.52,147,7.5,0.79,19.33333333
9/21/2019 19:00,RVB,-59500,8.5,3.16,148,7.5,0.93,19.38888889
9/21/2019 19:15,RVB,-59500,8.4,2.41,148,7.5,0.97,19.38888889
9/21/2019 19:30,RVB,-56500,8.4,2.38,148,7.5,0.92,19.38888889
9/21/2019 19:45,RVB,-51300,8.4,2.67,148,7.5,0.87,19.44444444
9/21/2019 20:00,RVB,-45800,8.4,2.62,149,7.5,0.97,19.44444444
9/21/2019 20:15,RVB,-39200,8.4,2.33,149,7.5,0.94,19.44444444
9/21/2019 20:30,RVB,-32400,8.4,2.2,149,7.5,0.94,19.5
9/21/2019 20:45,RVB,-24400,8.3,1.96,149,7.5,0.78,19.5
9/21/2019 21:00,RVB,-14900,8.3,2.13,149,7.5,0.92,19.5
9/21/2019 21:15,RVB,-3730,8.3,2.25,149,7.5,0.92,19.5
9/21/2019 21:30,RVB,7640,8.3,2.05,148,7.5,0.86,19.5
9/21/2019 21:45,RVB,20200,8.4,2.18,148,7.5,0.97,19.55555556
9/21/2019 22:00,RVB,33200,8.4,2.29,148,7.5,1.02,19.55555556
9/21/2019 22:15,RVB,45100,8.5,2.28,148,7.5,1.01,19.55555556
9/21/2019 22:30,RVB,55300,8.4,2.4,148,7.5,0.94,19.5
9/21/2019 22:45,RVB,62100,8.4,3.05,148,7.5,1.03,19.44444444
9/21/2019 23:00,RVB,67800,8.4,2.85,148,7.5,0.87,19.44444444
9/21/2019 23:15,RVB,72500,8.5,2.92,146,7.5,0.95,19.44444444
9/21/2019 23:30,RVB,77400,8.5,3.63,145,7.5,0.87,19.44444444
9/21/2019 23:45,RVB,78200,8.5,3.7,145,7.5,0.71,19.38888889
9/22/2019 0:00,RVB,80900,8.5,3.17,145,7.5,0.98,19.33333333
9/22/2019 0:15,RVB,83100,8.5,3.09,145,7.5,0.98,19.33333333
9/22/2019 0:30,RVB,85500,8.4,3.48,145,7.5,0.92,19.27777778
9/22/2019 0:45,RVB,83200,8.4,3.71,145,7.5,0.89,19.27777778
9/22/2019 1:00,RVB,82900,8.4,3.97,145,7.5,1.05,19.22222222
9/22/2019 1:15,RVB,82500,8.4,3.11,145,7.5,0.99,19.16666667
9/22/2019 1:30,RVB,83100,8.4,4.21,145,7.5,0.86,19.16666667
9/22/2019 1:45,RVB,81200,8.4,3.7,145,7.4,0.8,19.16666667
9/22/2019 2:00,RVB,82000,8.4,3.64,145,7.5,0.85,19.16666667
9/22/2019 2:15,RVB,80200,8.5,3.55,145,7.5,0.98,19.11111111
9/22/2019 2:30,RVB,79900,8.4,4.19,146,7.5,0.79,19.11111111
9/22/2019 2:45,RVB,78000,8.4,3.29,146,7.5,0.86,19.11111111
9/22/2019 3:00,RVB,78300,8.4,4.06,146,7.5,1.06,19.11111111
9/22/2019 3:15,RVB,76000,8.4,3.82,147,7.5,0.85,19.11111111
9/22/2019 3:30,RVB,73800,8.4,3.17,148,7.5,0.82,19.11111111
9/22/2019 3:45,RVB,71400,8.4,3.92,150,7.5,0.85,19.11111111
9/22/2019 4:00,RVB,68200,8.3,3.8,151,7.5,0.85,19.16666667
9/22/2019 4:15,RVB,64800,8.3,3.49,152,7.5,0.87,19.16666667
9/22/2019 4:30,RVB,60700,8.3,3.71,154,7.5,0.81,19.22222222
9/22/2019 4:45,RVB,55700,8.3,3.62,155,7.5,0.79,19.22222222
9/22/2019 5:00,RVB,49800,8.3,3.4,156,7.6,1.11,19.22222222
9/22/2019 5:15,RVB,43800,8.3,3.23,158,7.6,0.85,19.27777778
9/22/2019 5:30,RVB,35900,8.3,4.8,159,7.5,0.88,19.27777778
9/22/2019 5:45,RVB,27200,8.4,5.68,160,7.6,0.88,19.27777778
9/22/2019 6:00,RVB,14500,8.3,3.5,160,7.6,0.81,19.27777778
9/22/2019 6:15,RVB,3140,8.2,3.15,160,7.6,0.93,19.27777778
9/22/2019 6:30,RVB,-9390,8.3,3.2,159,7.5,0.86,19.22222222
9/22/2019 6:45,RVB,-20400,8.3,2.96,160,7.6,0.76,19.27777778
9/22/2019 7:00,RVB,-29000,8.4,2.77,160,7.6,0.84,19.27777778
9/22/2019 7:15,RVB,-37000,8.4,2.75,160,7.6,0.76,19.27777778
9/22/2019 7:30,RVB,-44200,8.4,3.09,160,7.6,0.79,19.27777778
9/22/2019 7:45,RVB,-50000,8.4,3.31,159,7.6,0.74,19.27777778
9/22/2019 8:00,RVB,-53500,8.4,3.85,158,7.6,0.78,19.27777778
9/22/2019 8:15,RVB,-58600,8.4,3.83,157,7.6,0.73,19.22222222
