MethodCode,SampleDate,SampleTime,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,12:45,LIB,1,63.0,2,3.17%,0.0697,314.159,0.627718491,9,250.24,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,34,34,3.7,,,i,BSA.YOLO-19,DK,Low detritus. Ciliates observed.,sphere,14.14,,,,,,,,,,Length,3.0,2.8,2.8,3.1,2.8,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,12:45,LIB,1,63.0,2,3.17%,0.0697,314.159,0.627718491,9,250.24,1774,Desmodesmus sp.,Soft Body,Desmodesmus,sp.,,1,2,6.5,,,c,BSA.YOLO-19,DK,Low detritus. Ciliates observed.,prolate spheroid,12.29,,,,,,,,,,Length,6.5,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,12:45,LIB,1,63.0,2,3.17%,0.0697,314.159,0.627718491,9,250.24,1237,Desmodesmus subspicatus,Soft Body,Desmodesmus,subspicatus,,1,4,7.4,,,c,BSA.YOLO-19,DK,Low detritus. Ciliates observed.,prolate spheroid,6.55,,,,,,,,,,Length,7.4,7.4,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.3,1.3,1.3,1.3,1.3,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,12:45,LIB,1,63.0,2,3.17%,0.0697,314.159,0.627718491,9,250.24,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,8.7,,,i,BSA.YOLO-19,DK,Low detritus. Ciliates observed.,cone + half sphere,283.36,,,,,,,,,,Length,8.7,8.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,12:45,LIB,1,63.0,2,3.17%,0.0697,314.159,0.627718491,9,250.24,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,390,787,0.9,0.9,0.9,c,BSA.YOLO-19,DK,Low detritus. Ciliates observed.,sphere,0.11,0.18,0.11,0.27,0.38,0.18,0.27,0.11,0.11,0.18,Length,0.7,0.6,0.7,0.6,0.8,0.9,0.7,0.8,0.6,0.6,0.7,0.9,0.7,0.6,0.7,0.8,0.9,0.6,0.7,0.7,0.8,0.8,0.7,0.6,0.9,0.7
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,11.1,,,i,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,cylinder,407.57,,,,,,,,,,Length,6.0,7.4,4.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,11.1,7.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,741,Nitzschia reversa,Diatom,Nitzschia,reversa,,1,1,83.3,,,i,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,prism on parallelogram,708.88,,,,,,,,,,Length,83.3,83.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,24.1,,,i,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,prism on parallelogram,165.50,,,,,,,,,,Length,21.3,18.5,24.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,3.7,4.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,,2,2,7.4,,,i,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,cylinder + 2 half spheres,45.57,,,,,,,,,,Length,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1132,Ankistrodesmus arcuatus,Soft Body,Ankistrodesmus,arcuatus,,1,1,37,,,i,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,2 cones,69.94,,,,,,,,,,Length,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,2,2,5.6,,,i,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,sphere,47.11,,,,,,,,,,Length,5.1,5.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.2,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,9,9,2.8,,,i,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,sphere,6.37,,,,,,,,,,Length,2.3,2.8,1.9,1.9,1.9,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,4.6,,,i,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,cylinder + 2 cones,3.21,,,,,,,,,,Length,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,2,2,7,,,i,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,2 cones,13.23,,,,,,,,,,Length,7.0,8.3,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1819,Schroederia setigera,Soft Body,Schroederia,setigera,,1,1,24.1,,,i,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,2 cones,172.75,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,1,1,5.6,,,i,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,prolate spheroid,91.95,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1313,Dinobryon sp.,Soft Body,Dinobryon,sp.,,1,1,35.2,,,i,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,prolate spheroid,1009.26,,,,,,,,,,Length,35.2,35.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,10:57,STTD,1,63.0,1,1.59%,0.0683,314.159,0.683,10,459.97,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,384,774,0.8,0.8,0.8,c,BSA.YOLO-20,CT,Low sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/5/2018,12:20,BL5,1,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,16.7,,,i,BSA.YOLO-21,DK,Fragment.,elliptic prism,276.62,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,12:20,BL5,1,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,4.6,,,i,BSA.YOLO-21,DK,,cylinder,51.52,,,,,,,,,,Length,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,12:20,BL5,1,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,20.4,,,i,BSA.YOLO-21,DK,Fragment.,prism on parallelogram,139.64,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,12:20,BL5,1,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,1007,Ulnaria ulna,Diatom,Ulnaria,ulna,,1,1,7.4,,,i,BSA.YOLO-21,DK,Fragment.,elliptic prism,173.78,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,12:20,BL5,1,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,33,33,3.7,,,i,BSA.YOLO-21,DK,,sphere,14.14,,,,,,,,,,Length,3.0,3.7,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,12:20,BL5,1,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,1733,Plagioselmis cf. prolonga,Soft Body,Plagioselmis,prolonga,,2,2,5.6,,,i,BSA.YOLO-21,DK,,cone + half sphere,71.43,,,,,,,,,,Length,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,3.7,2.4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/5/2018,12:20,BL5,1,64.0,2,3.13%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,379,764,0.9,0.9,0.9,c,BSA.YOLO-21,DK,,sphere,0.11,0.18,0.11,0.27,0.38,0.18,0.27,0.11,0.11,0.18,Length,0.7,0.6,0.7,0.6,0.8,0.9,0.7,0.8,0.6,0.6,0.7,0.9,0.7,0.6,0.7,0.8,0.9,0.6,0.7,0.7,0.8,0.8,0.7,0.6,0.9,0.7
Phyto,10/10/2018,10:11,RVB,1,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,44,44,3.7,,,i,BSA.YOLO-22,DK,Low sediment and detritus.,sphere,17.16,,,,,,,,,,Length,3.2,2.4,3.7,3.7,3.7,2.4,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,10:11,RVB,1,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,1733,Plagioselmis cf. prolonga,Soft Body,Plagioselmis,prolonga,,1,1,6.5,,,i,BSA.YOLO-22,DK,Low sediment and detritus.,cone + half sphere,106.19,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,10:11,RVB,1,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,1842,cf. Plagioselmis sp.,Soft Body,Plagioselmis,sp.,,1,1,11.7,,,i,BSA.YOLO-22,DK,Degraded. Low sediment and detritus.,cone + half sphere,619.99,,,,,,,,,,Length,11.7,11.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,10:11,RVB,1,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,1402,cf. Aphanocapsa sp.,Soft Body,Aphanocapsa,sp.,,1,22,0.9,,,c,BSA.YOLO-22,DK,Low sediment and detritus.,sphere,0.38,,,,,,,,,,Length,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,10:11,RVB,1,61.0,2,3.28%,0.0697,314.159,0.557971992,8,281.52,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,385,983,0.9,0.9,0.9,c,BSA.YOLO-22,DK,Low sediment and detritus.,sphere,0.11,0.18,0.11,0.27,0.38,0.18,0.27,0.11,0.11,0.18,Length,0.7,0.6,0.7,0.6,0.8,0.9,0.7,0.8,0.6,0.6,0.7,0.9,0.7,0.6,0.7,0.8,0.9,0.6,0.7,0.7,0.8,0.8,0.7,0.6,0.9,0.7
Phyto,9/19/2018,12:49,BL5,1,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,22.2,,,i,BSA.YOLO-23,CT,Moderate sediment and detritus. Many broken diatoms. Ciliates observed.,elliptic prism,658.03,,,,,,,,,,Length,20.4,22.2,18.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,12:49,BL5,1,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-23,CT,Moderate sediment and detritus. Many broken diatoms. Ciliates observed.,cylinder,60.21,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,12:49,BL5,1,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1020,cf. Carteria sp.,Soft Body,Carteria,sp.,,1,1,11.1,,,i,BSA.YOLO-23,CT,Moderate sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,502.67,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,12:49,BL5,1,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,7.4,,,i,BSA.YOLO-23,CT,Moderate sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,121.51,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,12:49,BL5,1,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.8,,,i,BSA.YOLO-23,CT,Moderate sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,8.18,,,,,,,,,,Length,2.5,2.8,2.8,1.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,12:49,BL5,1,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1806,cf. Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,1,1,3.7,,,i,BSA.YOLO-23,CT,Moderate sediment and detritus. Many broken diatoms. Ciliates observed.,prolate spheroid,15.19,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,9/19/2018,12:49,BL5,1,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,418,842,0.8,0.8,0.8,c,BSA.YOLO-23,CT,Moderate sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,9/19/2018,12:49,BL5,1,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1519,Snowella sp.,Soft Body,Snowella,sp.,,1,6,0.9,,,c,BSA.YOLO-23,CT,Moderate sediment and detritus. Many broken diatoms. Ciliates observed.,sphere,0.38,,,,,,,,,,Length,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,11:17,STTD,1,63.0,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,49,49,4.3,,,i,BSA.YOLO-24,DK,Moderate sediment and low detritus. Many broken diatoms.,sphere,18.82,,,,,,,,,,Length,3.3,3.7,3.7,4.3,3.1,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,11:17,STTD,1,63.0,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,4.3,,,i,BSA.YOLO-24,DK,Moderate sediment and low detritus. Many broken diatoms.,cone + half sphere,41.63,,,,,,,,,,Length,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,11:17,STTD,1,63.0,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,11.1,,,i,BSA.YOLO-24,DK,Moderate sediment and low detritus. Many broken diatoms.,cone + half sphere,538.68,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,11:17,STTD,1,63.0,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1733,Plagioselmis cf. prolonga,Soft Body,Plagioselmis,prolonga,,6,6,7.4,,,i,BSA.YOLO-24,DK,Moderate sediment and low detritus. Many broken diatoms.,cone + half sphere,116.32,,,,,,,,,,Length,6.6,7.4,5.6,6.5,6.1,7.4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.6,4.3,2.8,2.8,3.7,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,11:17,STTD,1,63.0,2,3.17%,0.0697,314.159,0.348732495,5,450.43,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,559,1134,0.9,0.9,0.9,c,BSA.YOLO-24,DK,Moderate sediment and low detritus. Many broken diatoms.,sphere,0.11,0.18,0.11,0.27,0.38,0.18,0.27,0.11,0.11,0.18,Length,0.7,0.6,0.7,0.6,0.8,0.9,0.7,0.8,0.6,0.6,0.7,0.9,0.7,0.6,0.7,0.8,0.9,0.6,0.7,0.7,0.8,0.8,0.7,0.6,0.9,0.7
Phyto,10/10/2018,13:38,RYI,1,62.0,2,3.23%,0.0697,314.159,0.557971992,8,281.52,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,20.4,,,i,BSA.YOLO-25,DK,Low sediment and detritus.,prism on parallelogram,116.99,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,13:38,RYI,1,62.0,2,3.23%,0.0697,314.159,0.557971992,8,281.52,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,37,37,4.3,,,i,BSA.YOLO-25,DK,Low sediment and detritus.,sphere,22.45,,,,,,,,,,Length,3.5,3.7,3.7,4.3,2.8,3.1,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,13:38,RYI,1,62.0,2,3.23%,0.0697,314.159,0.557971992,8,281.52,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,7.4,,,i,BSA.YOLO-25,DK,Low sediment and detritus.,cone + half sphere,142.53,,,,,,,,,,Length,7.1,7.4,6.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.1,4.3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/10/2018,13:38,RYI,1,62.0,2,3.23%,0.0697,314.159,0.557971992,8,281.52,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,370,730,0.9,0.9,0.9,c,BSA.YOLO-25,DK,Low sediment and detritus.,sphere,0.11,0.18,0.11,0.27,0.38,0.18,0.27,0.11,0.11,0.18,Length,0.7,0.6,0.7,0.6,0.8,0.9,0.7,0.8,0.6,0.6,0.7,0.9,0.7,0.6,0.7,0.8,0.9,0.6,0.7,0.7,0.8,0.8,0.7,0.6,0.9,0.7
