MethodCode,SampleDate,SampleTime,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,2.8,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,11:16,I80,1,61.0,1,1.64%,0.0683,314.159,0.3415,5,919.94,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,1,2,5.6,,,c,BSA.YOLO-60,CT,High sediment and detritus. Ciliates observed.,prolate spheroid,22.99,,,,,,,,,,Length,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,11:16,I80,1,61.0,1,1.64%,0.0683,314.159,0.3415,5,919.94,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,416,848,0.8,0.8,0.8,c,BSA.YOLO-60,CT,High sediment and detritus. Ciliates observed.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/4/2018,10:45,RYI 3M,3,61.0,4,6.56%,0.0683,314.159,0.5464,8,143.74,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,16.7,,,i,BSA.YOLO-61,CT,Low sediment and detritus.,elliptic prism,231.76,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:45,RYI 3M,3,61.0,4,6.56%,0.0683,314.159,0.5464,8,143.74,325,Epithemia sorex,Diatom,Epithemia,sorex,,1,1,24.1,,,i,BSA.YOLO-61,CT,Low sediment and detritus.,cymbelloid,418.43,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:45,RYI 3M,3,61.0,4,6.56%,0.0683,314.159,0.5464,8,143.74,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,2.8,,,i,BSA.YOLO-61,CT,Low sediment and detritus.,sphere,4.85,,,,,,,,,,Length,2.1,1.9,2.8,1.9,1.9,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:45,RYI 3M,3,61.0,4,6.56%,0.0683,314.159,0.5464,8,143.74,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,408,840,0.8,0.8,0.8,c,BSA.YOLO-61,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/4/2018,9:50,RD22,1,62.5,2,3.20%,0.0683,314.159,0.3415,5,459.97,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,20.4,,,i,BSA.YOLO-62,CT,Moderate sediment and detritus. Ciliates observed.,elliptic prism,331.98,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:50,RD22,1,62.5,2,3.20%,0.0683,314.159,0.3415,5,459.97,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,11.1,,,i,BSA.YOLO-62,CT,Moderate sediment and detritus. Ciliates observed.,cylinder,281.49,,,,,,,,,,Length,5.6,3.7,5.6,7.4,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.0,5.6,11.1,7.4,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:50,RD22,1,62.5,2,3.20%,0.0683,314.159,0.3415,5,459.97,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,11.6,,,i,BSA.YOLO-62,CT,Moderate sediment and detritus. Ciliates observed.,gomphonemoid,214.94,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,11.6,11.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:50,RD22,1,62.5,2,3.20%,0.0683,314.159,0.3415,5,459.97,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,20.4,,,i,BSA.YOLO-62,CT,Moderate sediment and detritus. Ciliates observed.,prism on parallelogram,79.97,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:50,RD22,1,62.5,2,3.20%,0.0683,314.159,0.3415,5,459.97,1860,Skeletonema potamos,Diatom,Skeletonema,potamos,,2,2,7.4,,,c,BSA.YOLO-62,CT,Moderate sediment and detritus. Ciliates observed.,cylinder + 2 half spheres,79.57,,,,,,,,,,Length,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:50,RD22,1,62.5,2,3.20%,0.0683,314.159,0.3415,5,459.97,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,5,5,2.8,,,i,BSA.YOLO-62,CT,Moderate sediment and detritus. Ciliates observed.,sphere,4.85,,,,,,,,,,Length,2.1,2.8,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:50,RD22,1,62.5,2,3.20%,0.0683,314.159,0.3415,5,459.97,1819,Schroederia setigera,Soft Body,Schroederia,setigera,,1,1,13,,,i,BSA.YOLO-62,CT,Moderate sediment and detritus. Ciliates observed.,2 cones,93.18,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:50,RD22,1,62.5,2,3.20%,0.0683,314.159,0.3415,5,459.97,1305,Chrysococcus sp.,Soft Body,Chrysococcus,sp.,,1,1,5.6,,,i,BSA.YOLO-62,CT,Moderate sediment and detritus. Ciliates observed.,prolate spheroid,62.04,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:50,RD22,1,62.5,2,3.20%,0.0683,314.159,0.3415,5,459.97,1327,Pseudokephyrion pseudospirale,Soft Body,Pseudokephyrion,pseudospirale,,1,1,5.6,,,i,BSA.YOLO-62,CT,Moderate sediment and detritus. Ciliates observed.,ellipsoid,40.14,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:50,RD22,1,62.5,2,3.20%,0.0683,314.159,0.3415,5,459.97,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,5.6,,,i,BSA.YOLO-62,CT,Moderate sediment and detritus. Ciliates observed.,cone + half sphere,76.35,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:50,RD22,1,62.5,2,3.20%,0.0683,314.159,0.3415,5,459.97,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,429,880,0.8,0.8,0.8,c,BSA.YOLO-62,CT,Moderate sediment and detritus. Ciliates observed.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/4/2018,9:35,SDI,1,58.5,4,6.84%,0.0683,314.159,0.5464,8,143.74,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,13,,,i,BSA.YOLO-63,CT,Low sediment and detritus.,elliptic prism,105.78,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI,1,58.5,4,6.84%,0.0683,314.159,0.5464,8,143.74,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,20.4,,,i,BSA.YOLO-63,CT,Low sediment and detritus.,elliptic prism,583.20,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI,1,58.5,4,6.84%,0.0683,314.159,0.5464,8,143.74,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,8.2,,,i,BSA.YOLO-63,CT,Low sediment and detritus.,cylinder,118.75,,,,,,,,,,Length,4.2,5.6,2.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.0,8.2,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI,1,58.5,4,6.84%,0.0683,314.159,0.5464,8,143.74,999,Tryblionella sp.,Diatom,Tryblionella,sp.,,1,1,98.2,,,i,BSA.YOLO-63,CT,Low sediment and detritus.,elliptic prism,19005.40,,,,,,,,,,Length,98.2,98.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI,1,58.5,4,6.84%,0.0683,314.159,0.5464,8,143.74,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,2.8,,,i,BSA.YOLO-63,CT,Low sediment and detritus.,sphere,9.20,,,,,,,,,,Length,2.6,2.8,2.8,2.8,2.8,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI,1,58.5,4,6.84%,0.0683,314.159,0.5464,8,143.74,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,11.1,,,i,BSA.YOLO-63,CT,Low sediment and detritus.,cone + half sphere,538.68,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI,1,58.5,4,6.84%,0.0683,314.159,0.5464,8,143.74,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,7.4,,,i,BSA.YOLO-63,CT,Low sediment and detritus.,cone + half sphere,143.68,,,,,,,,,,Length,7.0,6.5,7.4,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.2,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI,1,58.5,4,6.84%,0.0683,314.159,0.5464,8,143.74,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,407,823,0.8,0.8,0.8,c,BSA.YOLO-63,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/4/2018,10:15,RVB,1,58.5,3,5.13%,0.0683,314.159,0.8879,13,117.94,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,22.2,,,i,BSA.YOLO-64,CT,Low sediment and detritus. ,prism on parallelogram,94.25,,,,,,,,,,Length,20.4,22.2,18.5,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,2.8,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:15,RVB,1,58.5,3,5.13%,0.0683,314.159,0.8879,13,117.94,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,2.8,,,i,BSA.YOLO-64,CT,Low sediment and detritus. ,sphere,7.24,,,,,,,,,,Length,2.4,2.8,1.9,2.8,1.9,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:15,RVB,1,58.5,3,5.13%,0.0683,314.159,0.8879,13,117.94,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.YOLO-64,CT,Low sediment and detritus. ,cone + half sphere,314.74,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:15,RVB,1,58.5,3,5.13%,0.0683,314.159,0.8879,13,117.94,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,,,i,BSA.YOLO-64,CT,Low sediment and detritus. ,cone + half sphere,172.03,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:15,RVB,1,58.5,3,5.13%,0.0683,314.159,0.8879,13,117.94,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,420,854,0.8,0.8,0.8,c,BSA.YOLO-64,CT,Low sediment and detritus. ,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/4/2018,10:15,RVB 3M,3,61.0,4,6.56%,0.0683,314.159,0.683,10,114.99,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,3.7,,,i,BSA.YOLO-65,CT,Low sediment and detritus.,cylinder,39.78,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:15,RVB 3M,3,61.0,4,6.56%,0.0683,314.159,0.683,10,114.99,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,2.8,,,i,BSA.YOLO-65,CT,Low sediment and detritus.,sphere,4.85,,,,,,,,,,Length,2.1,2.8,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:15,RVB 3M,3,61.0,4,6.56%,0.0683,314.159,0.683,10,114.99,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.YOLO-65,CT,Low sediment and detritus.,cone + half sphere,337.38,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:15,RVB 3M,3,61.0,4,6.56%,0.0683,314.159,0.683,10,114.99,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,,,i,BSA.YOLO-65,CT,Low sediment and detritus.,cone + half sphere,159.13,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:15,RVB 3M,3,61.0,4,6.56%,0.0683,314.159,0.683,10,114.99,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,399,821,0.8,0.8,0.8,c,BSA.YOLO-65,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/4/2018,9:35,SDI 3M,3,61.5,2,3.25%,0.0683,314.159,0.8879,13,176.91,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,9.3,,,i,BSA.YOLO-66,CT,Low sediment and detritus.,elliptic prism,99.99,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI 3M,3,61.5,2,3.25%,0.0683,314.159,0.8879,13,176.91,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,6,6,2.8,,,i,BSA.YOLO-66,CT,Low sediment and detritus.,sphere,4.85,,,,,,,,,,Length,2.1,2.8,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI 3M,3,61.5,2,3.25%,0.0683,314.159,0.8879,13,176.91,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,6.5,,,i,BSA.YOLO-66,CT,Low sediment and detritus.,cylinder + 2 cones,4.42,,,,,,,,,,Length,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI 3M,3,61.5,2,3.25%,0.0683,314.159,0.8879,13,176.91,1138,Monoraphidium sp.,Soft Body,Monoraphidium,sp.,,1,1,9.3,,,i,BSA.YOLO-66,CT,Low sediment and detritus.,2 cones,38.18,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI 3M,3,61.5,2,3.25%,0.0683,314.159,0.8879,13,176.91,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,11.1,,,i,BSA.YOLO-66,CT,Low sediment and detritus.,cone + half sphere,522.55,,,,,,,,,,Length,11.1,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.1,5.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI 3M,3,61.5,2,3.25%,0.0683,314.159,0.8879,13,176.91,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,7.4,,,i,BSA.YOLO-66,CT,Low sediment and detritus.,cone + half sphere,159.13,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,9:35,SDI 3M,3,61.5,2,3.25%,0.0683,314.159,0.8879,13,176.91,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,402,826,0.8,0.8,0.8,c,BSA.YOLO-66,CT,Low sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/4/2018,10:45,RYI,1,57.5,4,6.96%,0.0683,314.159,0.5464,8,143.74,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,13,,,i,BSA.YOLO-67,CT,Low sediment and detritus. Ciliates observed.,elliptic prism,143.55,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:45,RYI,1,57.5,4,6.96%,0.0683,314.159,0.5464,8,143.74,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,3,3,2.8,,,i,BSA.YOLO-67,CT,Low sediment and detritus. Ciliates observed.,sphere,5.58,,,,,,,,,,Length,2.2,2.8,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,10:45,RYI,1,57.5,4,6.96%,0.0683,314.159,0.5464,8,143.74,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,431,871,0.8,0.8,0.8,c,BSA.YOLO-67,CT,Low sediment and detritus. Ciliates observed.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/4/2018,12:25,STTD,1,62.0,1,1.61%,0.0683,314.159,0.4098,6,766.62,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,14.8,,,i,BSA.YOLO-68,CT,Moderate sediment and detritus.,elliptic prism,245.15,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/4/2018,12:25,STTD,1,62.0,1,1.61%,0.0683,314.159,0.4098,6,766.62,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,458,960,0.8,0.8,0.8,c,BSA.YOLO-68,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,10/18/2018,11:04,I80,1,58.0,1,1.72%,0.0683,314.159,0.4098,6,766.62,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,2,2,33.3,,,i,BSA.YOLO-69,CT,Moderate sediment and detritus.,prism on parallelogram,148.67,,,,,,,,,,Length,28.7,33.3,24.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
