MethodCode,SampleDate,SampleTime,StationCode,Depth (ft),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
Phyto,7/5/2018,12:15,FI_SAV_1,3,61.0,2,3.28%,0.0683,314.159,0.683,10,229.98,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,,,i,BSA.YOLO-56,CT,Moderate sediment and detritus.,prism on parallelogram,67.34,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,12:15,FI_SAV_1,3,61.0,2,3.28%,0.0683,314.159,0.683,10,229.98,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,1,1,5.6,,,i,BSA.YOLO-56,CT,Moderate sediment and detritus.,sphere,62.04,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,12:15,FI_SAV_1,3,61.0,2,3.28%,0.0683,314.159,0.683,10,229.98,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,23,23,2.8,,,i,BSA.YOLO-56,CT,Moderate sediment and detritus.,sphere,9.20,,,,,,,,,,Length,2.6,1.9,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,12:15,FI_SAV_1,3,61.0,2,3.28%,0.0683,314.159,0.683,10,229.98,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,9.3,,,i,BSA.YOLO-56,CT,Moderate sediment and detritus.,cone + half sphere,326.06,,,,,,,,,,Length,9.3,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.1,5.6,4.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,12:15,FI_SAV_1,3,61.0,2,3.28%,0.0683,314.159,0.683,10,229.98,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,1,1,5.6,,,i,BSA.YOLO-56,CT,Moderate sediment and detritus.,cone + half sphere,76.35,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,12:15,FI_SAV_1,3,61.0,2,3.28%,0.0683,314.159,0.683,10,229.98,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,415,833,0.8,0.8,0.8,c,BSA.YOLO-56,CT,Moderate sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/5/2018,11:15,LH-WAT-1,3,63.0,1,1.59%,0.0683,314.159,0.7513,11,418.15,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,12,,,i,BSA.YOLO-57,CT,High sediment and moderate detritus.,elliptic prism,97.64,,,,,,,,,,Length,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:15,LH-WAT-1,3,63.0,1,1.59%,0.0683,314.159,0.7513,11,418.15,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-57,CT,High sediment and moderate detritus.,cylinder,91.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:15,LH-WAT-1,3,63.0,1,1.59%,0.0683,314.159,0.7513,11,418.15,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,28,28,2.8,,,i,BSA.YOLO-57,CT,High sediment and moderate detritus.,sphere,9.20,,,,,,,,,,Length,2.6,2.8,2.8,2.8,1.9,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:15,LH-WAT-1,3,63.0,1,1.59%,0.0683,314.159,0.7513,11,418.15,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,,1,1,5.6,,,i,BSA.YOLO-57,CT,High sediment and moderate detritus.,cylinder + 2 cones,3.85,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:15,LH-WAT-1,3,63.0,1,1.59%,0.0683,314.159,0.7513,11,418.15,1135,Monoraphidium convolutum,Soft Body,Monoraphidium,convolutum,,1,1,9.3,,,i,BSA.YOLO-57,CT,High sediment and moderate detritus.,2 cones,17.58,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:15,LH-WAT-1,3,63.0,1,1.59%,0.0683,314.159,0.7513,11,418.15,1235,Scenedesmus sp.,Soft Body,Scenedesmus,sp.,,2,4,5.1,,,c,BSA.YOLO-57,CT,High sediment and moderate detritus.,prolate spheroid,9.64,,,,,,,,,,Length,5.1,4.6,4.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:15,LH-WAT-1,3,63.0,1,1.59%,0.0683,314.159,0.7513,11,418.15,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,2,2,11.1,,,i,BSA.YOLO-57,CT,High sediment and moderate detritus.,cone + half sphere,430.35,,,,,,,,,,Length,10.2,9.3,11.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:15,LH-WAT-1,3,63.0,1,1.59%,0.0683,314.159,0.7513,11,418.15,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,371,744,0.8,0.8,0.8,c,BSA.YOLO-57,CT,High sediment and moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/5/2018,11:15,LH-WAT-1,3,63.0,1,1.59%,0.0683,314.159,0.7513,11,418.15,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,1,2,5.6,,,c,BSA.YOLO-57,CT,High sediment and moderate detritus.,sphere,91.95,,,,,,,,,,Length,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:15,LH-WAT-1,3,63.0,1,1.59%,0.0683,314.159,0.7513,11,418.15,1423,cf. Chroococcus sp.,Soft Body,Chroococcus,sp.,,2,8,3.7,,,c,BSA.YOLO-57,CT,High sediment and moderate detritus.,sphere,14.14,,,,,,,,,,Length,3.0,2.8,2.8,2.8,2.8,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,17:40,FC-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.7513,11,209.08,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,6.5,,,i,BSA.YOLO-58,CT,Low sediment and detritus. Many broken diatoms.,cylinder,152.64,,,,,,,,,,Length,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,17:40,FC-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.7513,11,209.08,310,cf. Encyonema sp.,Diatom,Encyonema,sp.,,1,1,25.9,,,i,BSA.YOLO-58,CT,Low sediment and detritus. Many broken diatoms.,cymbelloid,178.90,,,,,,,,,,Length,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,17:40,FC-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.7513,11,209.08,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,13,,,i,BSA.YOLO-58,CT,Low sediment and detritus. Many broken diatoms.,prism on parallelogram,88.99,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,17:40,FC-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.7513,11,209.08,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,40,40,3.7,,,i,BSA.YOLO-58,CT,Low sediment and detritus. Many broken diatoms.,sphere,14.14,,,,,,,,,,Length,3.0,3.7,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,17:40,FC-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.7513,11,209.08,1806,cf. Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,4,4,3.7,,,i,BSA.YOLO-58,CT,Low sediment and detritus. Many broken diatoms.,prolate spheroid,21.10,,,,,,,,,,Length,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,2.8,3.7,2.8,3.7,,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,17:40,FC-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.7513,11,209.08,1352,Cryptomonas sp.,Soft Body,Cryptomonas,sp.,,3,3,16.7,,,i,BSA.YOLO-58,CT,Low sediment and detritus. Many broken diatoms.,prolate spheroid,614.28,,,,,,,,,,Length,15.5,13.0,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,8.7,7.4,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,17:40,FC-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.7513,11,209.08,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,11.1,,,i,BSA.YOLO-58,CT,Low sediment and detritus. Many broken diatoms.,cone + half sphere,538.68,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,17:40,FC-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.7513,11,209.08,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,347,704,0.8,0.8,0.8,c,BSA.YOLO-58,CT,Low sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/9/2018,17:40,FC-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.7513,11,209.08,1420,Chroococcus minimus,Soft Body,Chroococcus,minimus,,1,2,1.9,,,c,BSA.YOLO-58,CT,Low sediment and detritus. Many broken diatoms.,sphere,3.59,,,,,,,,,,Length,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,17:40,FC-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.7513,11,209.08,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,26,30,5.6,,,c,BSA.YOLO-58,CT,Low sediment and detritus. Many broken diatoms.,sphere,44.60,,,,,,,,,,Length,4.4,3.7,4.6,4.6,5.6,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,17:40,FC-WAT-1,3,64.0,2,3.13%,0.0683,314.159,0.7513,11,209.08,1526,Synechococcus sp.,Soft Body,Synechococcus,sp.,,1,1,5.6,,,i,BSA.YOLO-58,CT,Low sediment and detritus. Many broken diatoms.,sphere,91.95,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/5/2018,12:21,FC_WAT_2,,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,17.6,,,i,BSA.YOLO-59,CT,Moderate sediment and detritus. Many broken diatoms.,elliptic prism,567.71,,,,,,,,,,Length,17.6,17.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/5/2018,12:21,FC_WAT_2,,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.YOLO-59,CT,Moderate sediment and detritus. Many broken diatoms.,cylinder,129.82,,,,,,,,,,Length,4.3,3.7,3.7,5.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.2,5.6,5.6,7.4,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/5/2018,12:21,FC_WAT_2,,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1031,Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,,3,3,7.4,,,i,BSA.YOLO-59,CT,Moderate sediment and detritus. Many broken diatoms.,sphere,64.91,,,,,,,,,,Length,5.5,7.4,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.9,6.5,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.6,5.6,4.6,3.7,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/5/2018,12:21,FC_WAT_2,,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,28,28,3.7,,,i,BSA.YOLO-59,CT,Moderate sediment and detritus. Many broken diatoms.,sphere,11.49,,,,,,,,,,Length,2.8,2.8,2.8,2.8,3.7,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,6/5/2018,12:21,FC_WAT_2,,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1140,Monoraphidium tortile,Soft Body,Monoraphidium,tortile,,5,5,18.5,,,i,BSA.YOLO-59,CT,Moderate sediment and detritus. Many broken diatoms.,2 cones,25.14,,,,,,,,,,Length,13.3,11.1,11.1,18.5,14.8,11.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,6/5/2018,12:21,FC_WAT_2,,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.YOLO-59,CT,Moderate sediment and detritus. Many broken diatoms.,cone + half sphere,337.38,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,6/5/2018,12:21,FC_WAT_2,,62.0,2,3.23%,0.0683,314.159,0.6147,9,255.54,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,382,765,0.8,0.8,0.8,c,BSA.YOLO-59,CT,Moderate sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/9/2018,18:00,FC-SAV-2,,62.5,2,3.20%,0.0683,314.159,0.683,10,229.98,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,5.6,,,i,BSA.YOLO-60,CT,Low sediment and detritus. Many broken diatoms.,cylinder,91.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,18:00,FC-SAV-2,,62.5,2,3.20%,0.0683,314.159,0.683,10,229.98,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,18.5,,,i,BSA.YOLO-60,CT,Low sediment and detritus. Many broken diatoms.,prism on parallelogram,95.83,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,18:00,FC-SAV-2,,62.5,2,3.20%,0.0683,314.159,0.683,10,229.98,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,20,20,3.7,,,i,BSA.YOLO-60,CT,Low sediment and detritus. Many broken diatoms.,sphere,9.20,,,,,,,,,,Length,2.6,1.9,2.8,2.8,1.9,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,18:00,FC-SAV-2,,62.5,2,3.20%,0.0683,314.159,0.683,10,229.98,1119,Lagerheimia genevensis,Soft Body,Lagerheimia,genevensis,,2,2,5.6,,,i,BSA.YOLO-60,CT,Low sediment and detritus. Many broken diatoms.,ellipsoid,16.74,,,,,,,,,,Length,5.1,4.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,2.8,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,18:00,FC-SAV-2,,62.5,2,3.20%,0.0683,314.159,0.683,10,229.98,1806,cf. Chrysochromulina sp.,Soft Body,Chrysochromulina,sp.,,2,2,3.7,,,i,BSA.YOLO-60,CT,Low sediment and detritus. Many broken diatoms.,prolate spheroid,15.19,,,,,,,,,,Length,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,18:00,FC-SAV-2,,62.5,2,3.20%,0.0683,314.159,0.683,10,229.98,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,398,800,0.8,0.8,0.8,c,BSA.YOLO-60,CT,Low sediment and detritus. Many broken diatoms.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/9/2018,18:00,FC-SAV-2,,62.5,2,3.20%,0.0683,314.159,0.683,10,229.98,1421,Chroococcus minutus,Soft Body,Chroococcus,minutus,,13,16,5.6,,,c,BSA.YOLO-60,CT,Low sediment and detritus. Many broken diatoms.,sphere,91.95,,,,,,,,,,Length,5.6,5.6,5.6,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,18:00,FC-SAV-2,,62.5,2,3.20%,0.0683,314.159,0.683,10,229.98,1423,cf. Chroococcus sp.,Soft Body,Chroococcus,sp.,,1,4,2.8,,,c,BSA.YOLO-60,CT,Low sediment and detritus. Many broken diatoms.,sphere,11.49,,,,,,,,,,Length,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,,
Phyto,7/9/2018,18:00,FC-SAV-2,,62.5,2,3.20%,0.0683,314.159,0.683,10,229.98,1902,Pseudanabaena cf. galeata,Soft Body,Pseudanabaena,galeata,,2,21,7.4,,,f,BSA.YOLO-60,CT,Low sediment and detritus. Many broken diatoms.,cylinder,55.91,,,,,,,,,,Length,5.2,7.4,6.5,4.6,3.7,3.7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:57,LH-SAV-2,,62.5,1,1.60%,0.0683,314.159,0.6147,9,511.08,46,Achnanthidium sp.,Diatom,Achnanthidium,sp.,,1,1,11.1,,,i,BSA.YOLO-61,CT,High sediment and moderate detritus.,elliptic prism,90.32,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:57,LH-SAV-2,,62.5,1,1.60%,0.0683,314.159,0.6147,9,511.08,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,22.2,,,i,BSA.YOLO-61,CT,High sediment and moderate detritus.,elliptic prism,954.79,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:57,LH-SAV-2,,62.5,1,1.60%,0.0683,314.159,0.6147,9,511.08,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,13,13,2.8,,,i,BSA.YOLO-61,CT,High sediment and moderate detritus.,sphere,7.24,,,,,,,,,,Length,2.4,2.8,2.8,1.9,2.8,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:57,LH-SAV-2,,62.5,1,1.60%,0.0683,314.159,0.6147,9,511.08,1692,cf. Kephyrion sp.,Soft Body,Kephyrion,sp.,,1,1,7.4,,,i,BSA.YOLO-61,CT,High sediment and moderate detritus.,prolate spheroid,121.51,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:57,LH-SAV-2,,62.5,1,1.60%,0.0683,314.159,0.6147,9,511.08,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,9.3,,,i,BSA.YOLO-61,CT,High sediment and moderate detritus.,cone + half sphere,314.74,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/5/2018,11:57,LH-SAV-2,,62.5,1,1.60%,0.0683,314.159,0.6147,9,511.08,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,,399,801,0.8,0.8,0.8,c,BSA.YOLO-61,CT,High sediment and moderate detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,6/5/2018,10:15,DI-WAT-2,,62.0,2,3.23%,0.0683,314.159,0.3415,5,459.97,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,12,12,2.8,,,i,BSA.YOLO-62,CT,Moderate sediment and detritus.,sphere,6.37,,,,,,,,,,Length,2.3,2.8,1.9,1.9,1.9,2.8,,,,,,,,,,,,,,,,,,,,
