,X,Station.Code,Date,Time,Classification,Organism,Count,Subsample,VolMeso,SubMeso,VolMicro,SubMicro,StartMeter,EndMeter,FlowMeterSpeed,CPUE
1764,1764,LIS-DUP,9/3/2019,11:30:00,Cladocera,Ceriodaphnia,34,1,91,1.2,91,3.9,925195,927000,Low,126.4535343
1765,1765,LIS-DUP,9/3/2019,11:30:00,Cladocera,Chydorus,15,1,91,1.2,91,3.9,925195,927000,Low,55.78832395
1767,1767,LIS-DUP,9/3/2019,11:30:00,Cladocera,Diaphanosoma,32,1,91,1.2,91,3.9,925195,927000,Low,119.0150911
1768,1768,LIS-DUP,9/3/2019,11:30:00,Cladocera,Disparalona,2,1,91,1.2,91,3.9,925195,927000,Low,7.438443194
1771,1771,LIS-DUP,9/3/2019,11:30:00,Cladocera,Ilyocryptus,37,1,91,1.2,91,3.9,925195,927000,Low,137.6111991
1772,1772,LIS-DUP,9/3/2019,11:30:00,Cladocera,Kurzia,3,1,91,1.2,91,3.9,925195,927000,Low,11.15766479
1774,1774,LIS-DUP,9/3/2019,11:30:00,Cladocera,Macrothrix,3,1,91,1.2,91,3.9,925195,927000,Low,11.15766479
1775,1775,LIS-DUP,9/3/2019,11:30:00,Cladocera,Moina,9,1,91,1.2,91,3.9,925195,927000,Low,33.47299437
1777,1777,LIS-DUP,9/3/2019,11:30:00,Cladocera,Picripleuroxus,1,1,91,1.2,91,3.9,925195,927000,Low,3.719221597
1782,1782,LIS-DUP,9/3/2019,11:30:00,Cladocera,Simocephalus,5,1,91,1.2,91,3.9,925195,927000,Low,18.59610798
1724,1724,LIS-DUP,9/3/2019,11:30:00,Cyclopoids,Cyclopoid copepodid,68,1,91,1.2,91,3.9,925195,927000,Low,252.9070686
1727,1727,LIS-DUP,9/3/2019,11:30:00,Cyclopoids,Eucyclops,1,1,91,1.2,91,3.9,925195,927000,Low,3.719221597
1733,1733,LIS-DUP,9/3/2019,11:30:00,Cyclopoids,Microcyclops rubellus,12,1,91,1.2,91,3.9,925195,927000,Low,44.63065916
1783,1783,LIS-DUP,9/3/2019,11:30:00,Harpacticoids,Harpacticoids,1,1,91,1.2,91,3.9,925195,927000,Low,3.719221597
1718,1718,LIS-DUP,9/3/2019,11:30:00,Microzooplankton_Nauplii,Copepod nauplii,67,1,91,1.2,91,3.9,925195,927000,Low,76.67318369
1719,1719,LIS-DUP,9/3/2019,11:30:00,Microzooplankton_Nauplii,Ostracods,81,1,91,1.2,91,3.9,925195,927000,Low,92.69444595
1717,1717,LIS-DUP,9/3/2019,11:30:00,Microzooplankton_Nauplii,Rotifers,180,1,91,1.2,91,3.9,925195,927000,Low,205.9876577
1826,1826,LIS-DUP,10/15/2019,13:16:00,Calanoids,Calanoid copepodid,220,1,73,0.2,73,0.7,916428,918000,Low,4522.016249
1840,1840,LIS-DUP,10/15/2019,13:16:00,Cladocera,Alona,1,1,73,0.2,73,0.7,916428,918000,Low,20.55461932
1843,1843,LIS-DUP,10/15/2019,13:16:00,Cladocera,Bosmina,1,1,73,0.2,73,0.7,916428,918000,Low,20.55461932
1852,1852,LIS-DUP,10/15/2019,13:16:00,Cladocera,Ilyocryptus,3,1,73,0.2,73,0.7,916428,918000,Low,61.66385795
1806,1806,LIS-DUP,10/15/2019,13:16:00,Cyclopoids,Cyclopoid copepodid,8,1,73,0.2,73,0.7,916428,918000,Low,164.4369545
1801,1801,LIS-DUP,10/15/2019,13:16:00,Microzooplankton_Nauplii,Copepod nauplii,301,1,73,0.2,73,0.7,916428,918000,Low,1767.697261
1802,1802,LIS-DUP,10/15/2019,13:16:00,Microzooplankton_Nauplii,Ostracods,7,1,73,0.2,73,0.7,916428,918000,Low,41.10923863
1800,1800,LIS-DUP,10/15/2019,13:16:00,Microzooplankton_Nauplii,Rotifers,32,1,73,0.2,73,0.7,916428,918000,Low,187.927948
2478,2478,RCS,8/6/2019,11:57:00,Calanoids,Calanoid copepodid,34,1,58,5,58,9,934462,935251,Low,44.25160408
2492,2492,RCS,8/6/2019,11:57:00,Cladocera,Alona,25,1,58,5,58,9,934462,935251,Low,32.53794418
2495,2495,RCS,8/6/2019,11:57:00,Cladocera,Bosmina,32,1,58,5,58,9,934462,935251,Low,41.64856854
2497,2497,RCS,8/6/2019,11:57:00,Cladocera,Ceriodaphnia,22,1,58,5,58,9,934462,935251,Low,28.63339087
2498,2498,RCS,8/6/2019,11:57:00,Cladocera,Chydorus,24,1,58,5,58,9,934462,935251,Low,31.23642641
2500,2500,RCS,8/6/2019,11:57:00,Cladocera,Diaphanosoma,36,1,58,5,58,9,934462,935251,Low,46.85463961
2501,2501,RCS,8/6/2019,11:57:00,Cladocera,Disparalona,2,1,58,5,58,9,934462,935251,Low,2.603035534
2504,2504,RCS,8/6/2019,11:57:00,Cladocera,Ilyocryptus,5,1,58,5,58,9,934462,935251,Low,6.507588835
2505,2505,RCS,8/6/2019,11:57:00,Cladocera,Kurzia,3,1,58,5,58,9,934462,935251,Low,3.904553301
2508,2508,RCS,8/6/2019,11:57:00,Cladocera,Moina,16,1,58,5,58,9,934462,935251,Low,20.82428427
2510,2510,RCS,8/6/2019,11:57:00,Cladocera,Picripleuroxus,2,1,58,5,58,9,934462,935251,Low,2.603035534
2515,2515,RCS,8/6/2019,11:57:00,Cladocera,Simocephalus,7,1,58,5,58,9,934462,935251,Low,9.110624369
2455,2455,RCS,8/6/2019,11:57:00,Cyclopoids,Acanthocyclops vernalis adult,1,1,58,5,58,9,934462,935251,Low,1.301517767
2458,2458,RCS,8/6/2019,11:57:00,Cyclopoids,Cyclopoid copepodid,29,1,58,5,58,9,934462,935251,Low,37.74401524
2461,2461,RCS,8/6/2019,11:57:00,Cyclopoids,Eucyclops,1,1,58,5,58,9,934462,935251,Low,1.301517767
2467,2467,RCS,8/6/2019,11:57:00,Cyclopoids,Microcyclops rubellus,2,1,58,5,58,9,934462,935251,Low,2.603035534
2452,2452,RCS,8/6/2019,11:57:00,Microzooplankton_Nauplii,Copepod nauplii,2,1,58,5,58,9,934462,935251,Low,1.446130852
2453,2453,RCS,8/6/2019,11:57:00,Microzooplankton_Nauplii,Ostracods,28,1,58,5,58,9,934462,935251,Low,20.24583193
2451,2451,RCS,8/6/2019,11:57:00,Microzooplankton_Nauplii,Rotifers,405,1,58,5,58,9,934462,935251,Low,292.8414976
2560,2560,RCS,8/20/2019,11:14:00,Calanoids,Arcotdiaptomus dorsalis,1,1,28,7,28,15,888836,889700,Low,0.409840964
2561,2561,RCS,8/20/2019,11:14:00,Calanoids,Calanoid copepodid,16,1,28,7,28,15,888836,889700,Low,6.557455416
2575,2575,RCS,8/20/2019,11:14:00,Cladocera,Alona,7,1,28,7,28,15,888836,889700,Low,2.868886745
2578,2578,RCS,8/20/2019,11:14:00,Cladocera,Bosmina,65,1,28,7,28,15,888836,889700,Low,26.63966263
2579,2579,RCS,8/20/2019,11:14:00,Cladocera,Camptocercus,1,1,28,7,28,15,888836,889700,Low,0.409840964
2580,2580,RCS,8/20/2019,11:14:00,Cladocera,Ceriodaphnia,66,1,28,7,28,15,888836,889700,Low,27.04950359
2581,2581,RCS,8/20/2019,11:14:00,Cladocera,Chydorus,12,1,28,7,28,15,888836,889700,Low,4.918091562
2583,2583,RCS,8/20/2019,11:14:00,Cladocera,Diaphanosoma,19,1,28,7,28,15,888836,889700,Low,7.786978307
2587,2587,RCS,8/20/2019,11:14:00,Cladocera,Ilyocryptus,8,1,28,7,28,15,888836,889700,Low,3.278727708
2588,2588,RCS,8/20/2019,11:14:00,Cladocera,Kurzia,8,1,28,7,28,15,888836,889700,Low,3.278727708
2594,2594,RCS,8/20/2019,11:14:00,Cladocera,Pleuroxus,11,1,28,7,28,15,888836,889700,Low,4.508250599
2540,2540,RCS,8/20/2019,11:14:00,Cyclopoids,Cyclopoid copepodid,29,1,28,7,28,15,888836,889700,Low,11.88538794
2549,2549,RCS,8/20/2019,11:14:00,Cyclopoids,Microcyclops rubellus,3,1,28,7,28,15,888836,889700,Low,1.229522891
2534,2534,RCS,8/20/2019,11:14:00,Microzooplankton_Nauplii,Copepod nauplii,1,1,28,7,28,15,888836,889700,Low,0.191259116
2535,2535,RCS,8/20/2019,11:14:00,Microzooplankton_Nauplii,Ostracods,35,1,28,7,28,15,888836,889700,Low,6.694069071
2533,2533,RCS,8/20/2019,11:14:00,Microzooplankton_Nauplii,Rotifers,106,1,28,7,28,15,888836,889700,Low,20.27346633
2644,2644,RCS,9/3/2019,10:20:00,Calanoids,Calanoid copepodid,2,1,95,1.8,95,2.4,927655,929000,Low,6.947489939
2658,2658,RCS,9/3/2019,10:20:00,Cladocera,Alona,15,1,95,1.8,95,2.4,927655,929000,Low,52.10617454
2659,2659,RCS,9/3/2019,10:20:00,Cladocera,Alonella,2,1,95,1.8,95,2.4,927655,929000,Low,6.947489939
2661,2661,RCS,9/3/2019,10:20:00,Cladocera,Bosmina,5,1,95,1.8,95,2.4,927655,929000,Low,17.36872485
2662,2662,RCS,9/3/2019,10:20:00,Cladocera,Camptocercus,5,1,95,1.8,95,2.4,927655,929000,Low,17.36872485
2663,2663,RCS,9/3/2019,10:20:00,Cladocera,Ceriodaphnia,76,1,95,1.8,95,2.4,927655,929000,Low,264.0046177
2664,2664,RCS,9/3/2019,10:20:00,Cladocera,Chydorus,6,1,95,1.8,95,2.4,927655,929000,Low,20.84246982
2666,2666,RCS,9/3/2019,10:20:00,Cladocera,Diaphanosoma,5,1,95,1.8,95,2.4,927655,929000,Low,17.36872485
2670,2670,RCS,9/3/2019,10:20:00,Cladocera,Ilyocryptus,16,1,95,1.8,95,2.4,927655,929000,Low,55.57991951
2671,2671,RCS,9/3/2019,10:20:00,Cladocera,Kurzia,3,1,95,1.8,95,2.4,927655,929000,Low,10.42123491
2674,2674,RCS,9/3/2019,10:20:00,Cladocera,Moina,28,1,95,1.8,95,2.4,927655,929000,Low,97.26485915
2677,2677,RCS,9/3/2019,10:20:00,Cladocera,Pleuroxus,5,1,95,1.8,95,2.4,927655,929000,Low,17.36872485
2620,2620,RCS,9/3/2019,10:20:00,Cyclopoids,Acanthocyclops vernalis adult,5,1,95,1.8,95,2.4,927655,929000,Low,17.36872485
2623,2623,RCS,9/3/2019,10:20:00,Cyclopoids,Cyclopoid copepodid,41,1,95,1.8,95,2.4,927655,929000,Low,142.4235438
2626,2626,RCS,9/3/2019,10:20:00,Cyclopoids,Eucyclops pectinifer,1,1,95,1.8,95,2.4,927655,929000,Low,3.47374497
2631,2631,RCS,9/3/2019,10:20:00,Cyclopoids,Macrocyclops albidus,3,1,95,1.8,95,2.4,927655,929000,Low,10.42123491
2633,2633,RCS,9/3/2019,10:20:00,Cyclopoids,Microcyclops rubellus,9,1,95,1.8,95,2.4,927655,929000,Low,31.26370473
2639,2639,RCS,9/3/2019,10:20:00,Cyclopoids,Paracyclops chiltoni,2,1,95,1.8,95,2.4,927655,929000,Low,6.947489939
2617,2617,RCS,9/3/2019,10:20:00,Microzooplankton_Nauplii,Copepod nauplii,2,1,95,1.8,95,2.4,927655,929000,Low,5.210617454
2618,2618,RCS,9/3/2019,10:20:00,Microzooplankton_Nauplii,Ostracods,14,1,95,1.8,95,2.4,927655,929000,Low,36.47432218
2616,2616,RCS,9/3/2019,10:20:00,Microzooplankton_Nauplii,Rotifers,52,1,95,1.8,95,2.4,927655,929000,Low,135.4760538
2725,2725,RCS,9/17/2019,10:58:00,Calanoids,Calanoid copepodid,1,1,61,0.4,61,2.8,922019,924000,Low,6.814821473
2740,2740,RCS,9/17/2019,10:58:00,Cladocera,Alona,6,1,61,0.4,61,2.8,922019,924000,Low,40.88892884
2742,2742,RCS,9/17/2019,10:58:00,Cladocera,Bosmina,1,1,61,0.4,61,2.8,922019,924000,Low,6.814821473
2743,2743,RCS,9/17/2019,10:58:00,Cladocera,Camptocercus,1,1,61,0.4,61,2.8,922019,924000,Low,6.814821473
2744,2744,RCS,9/17/2019,10:58:00,Cladocera,Ceriodaphnia,133,1,61,0.4,61,2.8,922019,924000,Low,906.3712559
2745,2745,RCS,9/17/2019,10:58:00,Cladocera,Chydorus,3,1,61,0.4,61,2.8,922019,924000,Low,20.44446442
2747,2747,RCS,9/17/2019,10:58:00,Cladocera,Diaphanosoma,2,1,61,0.4,61,2.8,922019,924000,Low,13.62964295
2748,2748,RCS,9/17/2019,10:58:00,Cladocera,Disparalona,1,1,61,0.4,61,2.8,922019,924000,Low,6.814821473
2751,2751,RCS,9/17/2019,10:58:00,Cladocera,Ilyocryptus,3,1,61,0.4,61,2.8,922019,924000,Low,20.44446442
2752,2752,RCS,9/17/2019,10:58:00,Cladocera,Kurzia,8,1,61,0.4,61,2.8,922019,924000,Low,54.51857178
2754,2754,RCS,9/17/2019,10:58:00,Cladocera,Macrothrix,1,1,61,0.4,61,2.8,922019,924000,Low,6.814821473
2762,2762,RCS,9/17/2019,10:58:00,Cladocera,Simocephalus,1,1,61,0.4,61,2.8,922019,924000,Low,6.814821473
2702,2702,RCS,9/17/2019,10:58:00,Cyclopoids,Acanthocyclops vernalis adult,2,1,61,0.4,61,2.8,922019,924000,Low,13.62964295
2705,2705,RCS,9/17/2019,10:58:00,Cyclopoids,Cyclopoid copepodid,48,1,61,0.4,61,2.8,922019,924000,Low,327.1114307
2708,2708,RCS,9/17/2019,10:58:00,Cyclopoids,Eucyclops pectinifer,2,1,61,0.4,61,2.8,922019,924000,Low,13.62964295
2715,2715,RCS,9/17/2019,10:58:00,Cyclopoids,Microcyclops rubellus,1,1,61,0.4,61,2.8,922019,924000,Low,6.814821473
2700,2700,RCS,9/17/2019,10:58:00,Microzooplankton_Nauplii,Copepod nauplii,6,1,61,0.4,61,2.8,922019,924000,Low,5.841275548
2701,2701,RCS,9/17/2019,10:58:00,Microzooplankton_Nauplii,Ostracods,22,1,61,0.4,61,2.8,922019,924000,Low,21.41801034
2699,2699,RCS,9/17/2019,10:58:00,Microzooplankton_Nauplii,Rotifers,77,1,61,0.4,61,2.8,922019,924000,Low,74.9630362
2806,2806,RCS,10/1/2019,10:32:00,Calanoids,Calanoid copepodid,7,1,53,8,53,11,917791,918055,Low,15.5506702
2820,2820,RCS,10/1/2019,10:32:00,Cladocera,Alona,4,1,53,8,53,11,917791,918055,Low,8.886097254
2823,2823,RCS,10/1/2019,10:32:00,Cladocera,Bosmina,1,1,53,8,53,11,917791,918055,Low,2.221524314
2825,2825,RCS,10/1/2019,10:32:00,Cladocera,Ceriodaphnia,23,1,53,8,53,11,917791,918055,Low,51.09505921
2826,2826,RCS,10/1/2019,10:32:00,Cladocera,Chydorus,2,1,53,8,53,11,917791,918055,Low,4.443048627
2832,2832,RCS,10/1/2019,10:32:00,Cladocera,Ilyocryptus,3,1,53,8,53,11,917791,918055,Low,6.664572941
2836,2836,RCS,10/1/2019,10:32:00,Cladocera,Moina,10,1,53,8,53,11,917791,918055,Low,22.21524314
2786,2786,RCS,10/1/2019,10:32:00,Cyclopoids,Cyclopoid copepodid,145,1,53,8,53,11,917791,918055,Low,322.1210255
2794,2794,RCS,10/1/2019,10:32:00,Cyclopoids,Mesocyclops edax,4,1,53,8,53,11,917791,918055,Low,8.886097254
2795,2795,RCS,10/1/2019,10:32:00,Cyclopoids,Microcyclops rubellus,5,1,53,8,53,11,917791,918055,Low,11.10762157
2801,2801,RCS,10/1/2019,10:32:00,Cyclopoids,Paracyclops fimbriatus,3,1,53,8,53,11,917791,918055,Low,6.664572941
2782,2782,RCS,10/1/2019,10:32:00,Microzooplankton_Nauplii,Ostracods,10,1,53,8,53,11,917791,918055,Low,16.15654046
2780,2780,RCS,10/1/2019,10:32:00,Microzooplankton_Nauplii,Rotifers,4,1,53,8,53,11,917791,918055,Low,6.462616185
2888,2888,RCS,10/15/2019,10:49:00,Calanoids,Calanoid copepodid,3,1,48,0.3,48,0.08,916166,916690,Low,81.09219675
2905,2905,RCS,10/15/2019,10:49:00,Cladocera,Bosmina,36,1,48,0.3,48,0.08,916166,916690,Low,973.106361
2907,2907,RCS,10/15/2019,10:49:00,Cladocera,Ceriodaphnia,5,1,48,0.3,48,0.08,916166,916690,Low,135.1536613
2908,2908,RCS,10/15/2019,10:49:00,Cladocera,Chydorus,80,1,48,0.3,48,0.08,916166,916690,Low,2162.45858
2910,2910,RCS,10/15/2019,10:49:00,Cladocera,Diaphanosoma,3,1,48,0.3,48,0.08,916166,916690,Low,81.09219675
2911,2911,RCS,10/15/2019,10:49:00,Cladocera,Disparalona,1,1,48,0.3,48,0.08,916166,916690,Low,27.03073225
2914,2914,RCS,10/15/2019,10:49:00,Cladocera,Ilyocryptus,1,1,48,0.3,48,0.08,916166,916690,Low,27.03073225
2918,2918,RCS,10/15/2019,10:49:00,Cladocera,Moina,13,1,48,0.3,48,0.08,916166,916690,Low,351.3995193
2864,2864,RCS,10/15/2019,10:49:00,Cyclopoids,Acanthocyclops vernalis adult,3,1,48,0.3,48,0.08,916166,916690,Low,81.09219675
2867,2867,RCS,10/15/2019,10:49:00,Cyclopoids,Cyclopoid copepodid,126,1,48,0.3,48,0.08,916166,916690,Low,3405.872264
2870,2870,RCS,10/15/2019,10:49:00,Cyclopoids,Eucyclops elegans,4,1,48,0.3,48,0.08,916166,916690,Low,108.122929
2871,2871,RCS,10/15/2019,10:49:00,Cyclopoids,Eucyclops sp.,1,1,48,0.3,48,0.08,916166,916690,Low,27.03073225
2862,2862,RCS,10/15/2019,10:49:00,Microzooplankton_Nauplii,Copepod nauplii,3,1,48,0.3,48,0.08,916166,916690,Low,304.0957378
2861,2861,RCS,10/15/2019,10:49:00,Microzooplankton_Nauplii,Rotifers,356,1,48,0.3,48,0.08,916166,916690,Low,36086.02755
2411,2411,RCS-DUP,9/17/2019,11:20:00,Cladocera,Alona,1,1,63,0.6,63,8,920254,922000,Low,5.323707361
2413,2413,RCS-DUP,9/17/2019,11:20:00,Cladocera,Bosmina,5,1,63,0.6,63,8,920254,922000,Low,26.61853681
2415,2415,RCS-DUP,9/17/2019,11:20:00,Cladocera,Ceriodaphnia,111,1,63,0.6,63,8,920254,922000,Low,590.9315171
2416,2416,RCS-DUP,9/17/2019,11:20:00,Cladocera,Chydorus,7,1,63,0.6,63,8,920254,922000,Low,37.26595153
2418,2418,RCS-DUP,9/17/2019,11:20:00,Cladocera,Diaphanosoma,4,1,63,0.6,63,8,920254,922000,Low,21.29482944
2422,2422,RCS-DUP,9/17/2019,11:20:00,Cladocera,Ilyocryptus,2,1,63,0.6,63,8,920254,922000,Low,10.64741472
2423,2423,RCS-DUP,9/17/2019,11:20:00,Cladocera,Kurzia,6,1,63,0.6,63,8,920254,922000,Low,31.94224417
2426,2426,RCS-DUP,9/17/2019,11:20:00,Cladocera,Moina,1,1,63,0.6,63,8,920254,922000,Low,5.323707361
2373,2373,RCS-DUP,9/17/2019,11:20:00,Cyclopoids,Acanthocyclops vernalis adult,5,1,63,0.6,63,8,920254,922000,Low,26.61853681
2376,2376,RCS-DUP,9/17/2019,11:20:00,Cyclopoids,Cyclopoid copepodid,56,1,63,0.6,63,8,920254,922000,Low,298.1276122
2379,2379,RCS-DUP,9/17/2019,11:20:00,Cyclopoids,Eucyclops,1,1,63,0.6,63,8,920254,922000,Low,5.323707361
2385,2385,RCS-DUP,9/17/2019,11:20:00,Cyclopoids,Mesocyclops edax,4,1,63,0.6,63,8,920254,922000,Low,21.29482944
2386,2386,RCS-DUP,9/17/2019,11:20:00,Cyclopoids,Microcyclops rubellus,1,1,63,0.6,63,8,920254,922000,Low,5.323707361
2371,2371,RCS-DUP,9/17/2019,11:20:00,Microzooplankton_Nauplii,Copepod nauplii,21,1,63,0.6,63,8,920254,922000,Low,8.384839094
2372,2372,RCS-DUP,9/17/2019,11:20:00,Microzooplankton_Nauplii,Ostracods,37,1,63,0.6,63,8,920254,922000,Low,14.77328793
2370,2370,RCS-DUP,9/17/2019,11:20:00,Microzooplankton_Nauplii,Rotifers,212,1,63,0.6,63,8,920254,922000,Low,84.64694704
3054,3054,RD22,8/6/2019,13:50:00,Calanoids,Calanoid copepodid,2,1,45,1.5,45,1,934120,934444,Low,16.39363854
3068,3068,RD22,8/6/2019,13:50:00,Cladocera,Alona,1,1,45,1.5,45,1,934120,934444,Low,8.19681927
3071,3071,RD22,8/6/2019,13:50:00,Cladocera,Bosmina,11,1,45,1.5,45,1,934120,934444,Low,90.16501197
3073,3073,RD22,8/6/2019,13:50:00,Cladocera,Ceriodaphnia,38,1,45,1.5,45,1,934120,934444,Low,311.4791323
3074,3074,RD22,8/6/2019,13:50:00,Cladocera,Chydorus,2,1,45,1.5,45,1,934120,934444,Low,16.39363854
3075,3075,RD22,8/6/2019,13:50:00,Cladocera,Daphnia,28,1,45,1.5,45,1,934120,934444,Low,229.5109396
3076,3076,RD22,8/6/2019,13:50:00,Cladocera,Diaphanosoma,70,1,45,1.5,45,1,934120,934444,Low,573.7773489
3077,3077,RD22,8/6/2019,13:50:00,Cladocera,Disparalona,7,1,45,1.5,45,1,934120,934444,Low,57.37773489
3080,3080,RD22,8/6/2019,13:50:00,Cladocera,Ilyocryptus,22,1,45,1.5,45,1,934120,934444,Low,180.3300239
3084,3084,RD22,8/6/2019,13:50:00,Cladocera,Moina,31,1,45,1.5,45,1,934120,934444,Low,254.1013974
3087,3087,RD22,8/6/2019,13:50:00,Cladocera,Pleuroxus,7,1,45,1.5,45,1,934120,934444,Low,57.37773489
3030,3030,RD22,8/6/2019,13:50:00,Cyclopoids,Acanthocyclops vernalis adult,2,1,45,1.5,45,1,934120,934444,Low,16.39363854
3033,3033,RD22,8/6/2019,13:50:00,Cyclopoids,Cyclopoid copepodid,18,1,45,1.5,45,1,934120,934444,Low,147.5427469
3049,3049,RD22,8/6/2019,13:50:00,Cyclopoids,Tropocyclops prasinus,5,1,45,1.5,45,1,934120,934444,Low,40.98409635
3028,3028,RD22,8/6/2019,13:50:00,Microzooplankton_Nauplii,Ostracods,9,1,45,1.5,45,1,934120,934444,Low,110.6570601
3026,3026,RD22,8/6/2019,13:50:00,Microzooplankton_Nauplii,Rotifers,360,1,45,1.5,45,1,934120,934444,Low,4426.282406
3136,3136,RD22,8/20/2019,12:50:00,Calanoids,Calanoid copepodid,1,1,92,2.2,92,1.2,887594,888757,Low,3.183131254
3150,3150,RD22,8/20/2019,12:50:00,Cladocera,Alona,3,1,92,2.2,92,1.2,887594,888757,Low,9.549393763
3155,3155,RD22,8/20/2019,12:50:00,Cladocera,Ceriodaphnia,3,1,92,2.2,92,1.2,887594,888757,Low,9.549393763
3157,3157,RD22,8/20/2019,12:50:00,Cladocera,Daphnia,24,1,92,2.2,92,1.2,887594,888757,Low,76.3951501
3158,3158,RD22,8/20/2019,12:50:00,Cladocera,Diaphanosoma,97,1,92,2.2,92,1.2,887594,888757,Low,308.7637317
3162,3162,RD22,8/20/2019,12:50:00,Cladocera,Ilyocryptus,84,1,92,2.2,92,1.2,887594,888757,Low,267.3830254
3166,3166,RD22,8/20/2019,12:50:00,Cladocera,Moina,3,1,92,2.2,92,1.2,887594,888757,Low,9.549393763
3169,3169,RD22,8/20/2019,12:50:00,Cladocera,Pleuroxus,9,1,92,2.2,92,1.2,887594,888757,Low,28.64818129
3116,3116,RD22,8/20/2019,12:50:00,Cyclopoids,Cyclopoid copepodid,4,1,92,2.2,92,1.2,887594,888757,Low,12.73252502
3125,3125,RD22,8/20/2019,12:50:00,Cyclopoids,Microcyclops rubellus,7,1,92,2.2,92,1.2,887594,888757,Low,22.28191878
3111,3111,RD22,8/20/2019,12:50:00,Microzooplankton_Nauplii,Ostracods,2,1,92,2.2,92,1.2,887594,888757,Low,11.67148127
3109,3109,RD22,8/20/2019,12:50:00,Microzooplankton_Nauplii,Rotifers,339,1,92,2.2,92,1.2,887594,888757,Low,1978.316074
3218,3218,RD22,9/3/2019,12:04:00,Calanoids,Calanoid copepodid,6,1,58,1,58,3.6,925713,927000,Low,23.93700509
3232,3232,RD22,9/3/2019,12:04:00,Cladocera,Alona,5,1,58,1,58,3.6,925713,927000,Low,19.94750424
3233,3233,RD22,9/3/2019,12:04:00,Cladocera,Alonella,1,1,58,1,58,3.6,925713,927000,Low,3.989500848
3235,3235,RD22,9/3/2019,12:04:00,Cladocera,Bosmina,15,1,58,1,58,3.6,925713,927000,Low,59.84251271
3237,3237,RD22,9/3/2019,12:04:00,Cladocera,Ceriodaphnia,52,1,58,1,58,3.6,925713,927000,Low,207.4540441
3238,3238,RD22,9/3/2019,12:04:00,Cladocera,Chydorus,17,1,58,1,58,3.6,925713,927000,Low,67.82151441
3240,3240,RD22,9/3/2019,12:04:00,Cladocera,Diaphanosoma,4,1,58,1,58,3.6,925713,927000,Low,15.95800339
3244,3244,RD22,9/3/2019,12:04:00,Cladocera,Ilyocryptus,12,1,58,1,58,3.6,925713,927000,Low,47.87401017
3245,3245,RD22,9/3/2019,12:04:00,Cladocera,Kurzia,26,1,58,1,58,3.6,925713,927000,Low,103.727022
3248,3248,RD22,9/3/2019,12:04:00,Cladocera,Moina,4,1,58,1,58,3.6,925713,927000,Low,15.95800339
3249,3249,RD22,9/3/2019,12:04:00,Cladocera,Monospilus,1,1,58,1,58,3.6,925713,927000,Low,3.989500848
3250,3250,RD22,9/3/2019,12:04:00,Cladocera,Picripleuroxus,1,1,58,1,58,3.6,925713,927000,Low,3.989500848
3254,3254,RD22,9/3/2019,12:04:00,Cladocera,Sida,1,1,58,1,58,3.6,925713,927000,Low,3.989500848
3255,3255,RD22,9/3/2019,12:04:00,Cladocera,Simocephalus,5,1,58,1,58,3.6,925713,927000,Low,19.94750424
3195,3195,RD22,9/3/2019,12:04:00,Cyclopoids,Acanthocyclops vernalis adult,1,1,58,1,58,3.6,925713,927000,Low,3.989500848
3198,3198,RD22,9/3/2019,12:04:00,Cyclopoids,Cyclopoid copepodid,31,1,58,1,58,3.6,925713,927000,Low,123.6745263
3207,3207,RD22,9/3/2019,12:04:00,Cyclopoids,Microcyclops rubellus,19,1,58,1,58,3.6,925713,927000,Low,75.80051611
3192,3192,RD22,9/3/2019,12:04:00,Microzooplankton_Nauplii,Copepod nauplii,7,1,58,1,58,3.6,925713,927000,Low,7.757362759
3193,3193,RD22,9/3/2019,12:04:00,Microzooplankton_Nauplii,Ostracods,12,1,58,1,58,3.6,925713,927000,Low,13.29833616
3191,3191,RD22,9/3/2019,12:04:00,Microzooplankton_Nauplii,Rotifers,65,1,58,1,58,3.6,925713,927000,Low,72.03265419
3299,3299,RD22,9/17/2019,12:59:00,Calanoids,Calanoid copepodid,2,1,80,1.5,80,5.4,918869,920245,Low,6.862453343
3314,3314,RD22,9/17/2019,12:59:00,Cladocera,Alona,5,1,80,1.5,80,5.4,918869,920245,Low,17.15613336
3316,3316,RD22,9/17/2019,12:59:00,Cladocera,Bosmina,2,1,80,1.5,80,5.4,918869,920245,Low,6.862453343
3318,3318,RD22,9/17/2019,12:59:00,Cladocera,Ceriodaphnia,17,1,80,1.5,80,5.4,918869,920245,Low,58.33085341
3319,3319,RD22,9/17/2019,12:59:00,Cladocera,Chydorus,9,1,80,1.5,80,5.4,918869,920245,Low,30.88104004
3325,3325,RD22,9/17/2019,12:59:00,Cladocera,Ilyocryptus,4,1,80,1.5,80,5.4,918869,920245,Low,13.72490669
3326,3326,RD22,9/17/2019,12:59:00,Cladocera,Kurzia,9,1,80,1.5,80,5.4,918869,920245,Low,30.88104004
3329,3329,RD22,9/17/2019,12:59:00,Cladocera,Moina,10,1,80,1.5,80,5.4,918869,920245,Low,34.31226671
3336,3336,RD22,9/17/2019,12:59:00,Cladocera,Simocephalus,9,1,80,1.5,80,5.4,918869,920245,Low,30.88104004
3276,3276,RD22,9/17/2019,12:59:00,Cyclopoids,Acanthocyclops vernalis adult,9,1,80,1.5,80,5.4,918869,920245,Low,30.88104004
