Experiment,Location,Date,Cage ID,Tag,Fullness,Digestion,Total Contents Weight,Prey Taxa,LH Stage,Count,Taxa Weight,Comments
Cage Prototypes,Sac DWSC,3/27/2019,B,RA21,3,5,0.0012,Hyallela azteca,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RA21,3,5,0.0012,Acanthocyclops sp.,copepodid,8,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RA21,3,5,0.0012,Eurytemora affinis,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RA21,3,5,0.0012,Calanoida,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RA21,3,5,0.0012,Cyclopoida,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RA21,3,5,0.0012,Daphnia sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RA21,3,5,0.0012,Diacyclops thomasi,undetermined,7,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Scapholeberis sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Simocephalus sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Diaptomidae,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Chironomidae,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Acanthocyclops sp.,adult,9,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Acanthocyclops sp.,copepodid,56,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Eurytemora affinis,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Eurytemora affinis,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Sinocalanus doerrii,adult,4,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Sinocalanus doerrii,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Bosmina sp.,undetermined,15,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Chydorus sp.,undetermined,27,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Cyclopoida,copepodid,7,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Daphnia sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RC75,5,5,0.0032,Diacyclops thomasi,undetermined,5,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Diaptomidae,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Simocephalus sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Eurytemora affinis,nauplius,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Acanthocyclops sp.,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Acanthocyclops sp.,copepodid,40,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Eurytemora affinis,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Sinocalanus doerrii,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Sinocalanus doerrii,copepodid,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Bosmina sp.,undetermined,4,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Chydorus sp.,undetermined,8,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Calanoida,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Cyclopoida,copepodid,9,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Daphnia sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RK94,3,5,0.0016,Diacyclops thomasi,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Ceriodaphnia sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Diaptomidae,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Americorophium sp.,juvenile,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Acanthocyclops sp.,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Acanthocyclops sp.,copepodid,14,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Eurytemora affinis,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Eurytemora affinis,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Bosmina sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Chydorus sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Calanoida,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Cyclopoida,copepodid,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Daphnia sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,OO98,4,5,0.0056,Diacyclops thomasi,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RL24,3,5,0.0009,Acanthocyclops sp.,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RL24,3,5,0.0009,Acanthocyclops sp.,copepodid,23,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RL24,3,5,0.0009,Sinocalanus doerrii,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RL24,3,5,0.0009,Sinocalanus doerrii,copepodid,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RL24,3,5,0.0009,Bosmina sp.,undetermined,6,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RL24,3,5,0.0009,Chydorus sp.,undetermined,7,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RL24,3,5,0.0009,Daphnia sp.,undetermined,4,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RL24,3,5,0.0009,Diacyclops thomasi,undetermined,6,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RL24,3,5,0.0009,Calanoida,copepodid,11,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RL24,3,5,0.0009,Cyclopoida,copepodid,8,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RD85,4,5,0.0019,Ostracoda,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RD85,4,5,0.0019,Eucyclops sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RD85,4,5,0.0019,Hemiptera,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RD85,4,5,0.0019,Acanthocyclops sp.,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RD85,4,5,0.0019,Acanthocyclops sp.,copepodid,9,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RD85,4,5,0.0019,Bosmina sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RD85,4,5,0.0019,Chydorus sp.,undetermined,12,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RD85,4,5,0.0019,Daphnia sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RD85,4,5,0.0019,Diacyclops thomasi,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RD85,4,5,0.0019,Calanoida,copepodid,5,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RD85,4,5,0.0019,Cyclopoida,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Simocephalus sp.,undetermined,6,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Chironomidae,larva,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Acanthocyclops sp.,adult,4,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Acanthocyclops sp.,copepodid,70,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Eurytemora affinis,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Eurytemora affinis,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Sinocalanus doerrii,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Sinocalanus doerrii,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Bosmina sp.,undetermined,8,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Chydorus sp.,undetermined,18,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Daphnia sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Diacyclops thomasi,undetermined,4,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Calanoida,copepodid,4,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RG12,4,5,0.0028,Cyclopoida,copepodid,20,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Eucyclops sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Diaptomidae,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Acanthocyclops sp.,adult,7,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Acanthocyclops sp.,copepodid,50,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Eurytemora affinis,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Sinocalanus doerrii,copepodid,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Bosmina sp.,undetermined,11,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Chydorus sp.,undetermined,31,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Daphnia sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Diacyclops thomasi,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Calanoida,copepodid,6,,
Cage Prototypes,Sac DWSC,3/27/2019,C,RL55,5,5,0.0019,Cyclopoida,copepodid,7,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Ostracoda,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Acanthocyclops sp.,adult,6,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Acanthocyclops sp.,copepodid,33,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Eurytemora affinis,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Eurytemora affinis,copepodid,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Sinocalanus doerrii,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Sinocalanus doerrii,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Bosmina sp.,undetermined,8,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Chydorus sp.,undetermined,13,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Calanoida,copepodid,16,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Cyclopoida,copepodid,14,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Daphnia sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,B,RH51,4,5,0.0023,Diacyclops thomasi,undetermined,9,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Diaptomidae,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Acari,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Acanthocyclops sp.,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Acanthocyclops sp.,copepodid,64,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Eurytemora affinis,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Eurytemora affinis,copepodid,3,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Sinocalanus doerrii,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Sinocalanus doerrii,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Bosmina sp.,undetermined,24,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Chydorus sp.,undetermined,34,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Diacyclops thomasi,undetermined,9,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Calanoida,copepodid,5,,
Cage Prototypes,Sac DWSC,3/27/2019,A,OO74,5,5,0.0024,Cyclopoida,copepodid,22,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RI81,3,5,0.0004,Ceriodaphnia sp.,undetermined,4,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RI81,3,5,0.0004,Eucyclops sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RI81,3,5,0.0004,Acanthocyclops sp.,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RI81,3,5,0.0004,Acanthocyclops sp.,copepodid,4,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RI81,3,5,0.0004,Eurytemora affinis,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RI81,3,5,0.0004,Sinocalanus doerrii,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RI81,3,5,0.0004,Chydorus sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RI81,3,5,0.0004,Daphnia sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RI81,3,5,0.0004,Diacyclops thomasi,undetermined,4,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RI81,3,5,0.0004,Cyclopoida,copepodid,4,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RC28,5,5,0.0019,Halicyclops sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RC28,5,5,0.0019,Scapholeberis sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RC28,5,5,0.0019,Acanthocyclops sp.,adult,9,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RC28,5,5,0.0019,Acanthocyclops sp.,copepodid,49,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RC28,5,5,0.0019,Eurytemora affinis,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RC28,5,5,0.0019,Sinocalanus doerrii,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RC28,5,5,0.0019,Bosmina sp.,undetermined,8,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RC28,5,5,0.0019,Chydorus sp.,undetermined,19,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RC28,5,5,0.0019,Cyclopoida,copepodid,14,,
Cage Prototypes,Sac DWSC,3/27/2019,D,RC28,5,5,0.0019,Daphnia sp.,undetermined,2,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RL85,4,5,0.0017,Diaptomidae,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RL85,4,5,0.0017,Acanthocyclops sp.,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RL85,4,5,0.0017,Acanthocyclops sp.,copepodid,30,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RL85,4,5,0.0017,Bosmina sp.,undetermined,41,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RL85,4,5,0.0017,Chydorus sp.,undetermined,15,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RL85,4,5,0.0017,Cyclopoida,copepodid,12,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RL85,4,5,0.0017,Daphnia sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RL85,4,5,0.0017,Diacyclops thomasi,undetermined,7,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,RG33,3,5,0.0017,Corixidae,undetermined,1,,dominant prey item
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,RG33,3,5,0.0017,Ostracoda,undetermined,1,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,RG33,3,5,0.0017,Americorophium sp.,juvenile,2,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,RG33,3,5,0.0017,Eurytemora affinis,adult,1,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,RG33,3,5,0.0017,Bosmina sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RD59,3,5,0.0012,Daphnia sp.,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,E,RD59,3,5,0.0012,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RD59,3,5,0.0012,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RD59,3,5,0.0012,Chydorus sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,E,RD59,3,5,0.0012,Chydoridae,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RD59,3,5,0.0012,Ostracoda,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RD59,3,5,0.0012,Diaptomidae,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RD59,3,5,0.0012,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RD59,3,5,0.0012,Cyclopoida,copepodid,2,,
Cage Prototypes,RIVERS,2/25/2019,E,RH57,5,3,0.0125,Daphnia sp.,undetermined,6,,
Cage Prototypes,RIVERS,2/25/2019,E,RH57,5,3,0.0125,Simocephalus sp.,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,E,RH57,5,3,0.0125,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RH57,5,3,0.0125,Acanthocyclops sp.,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RJ61,3,5,0.0022,Daphnia sp.,undetermined,5,,
Cage Prototypes,RIVERS,2/25/2019,C,RJ61,3,5,0.0022,Acanthocyclops sp.,adult,3,,
Cage Prototypes,RIVERS,2/25/2019,C,RJ61,3,5,0.0022,Acanthocyclops sp.,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RJ61,3,5,0.0022,Diaptomidae,copepodid,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RJ61,3,5,0.0022,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,C,RJ61,3,5,0.0022,Osphranticum labronectum,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,D,OO99,3,5,0.0015,Daphnia sp.,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,D,OO99,3,5,0.0015,Ceriodaphnia sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,D,OO99,3,5,0.0015,Acanthocyclops sp.,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,D,OO99,3,5,0.0015,Acanthocyclops sp.,copepodid,2,,
Cage Prototypes,RIVERS,2/25/2019,D,OO99,3,5,0.0015,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,D,OO99,3,5,0.0015,Cyclopoida,copepodid,1,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,RC02,3,4,0.0015,Eurytemora affinis,adult,2,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,RC02,3,4,0.0015,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,RC02,3,4,0.0015,Gammaridea,juvenile,2,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,RC02,3,4,0.0015,Eucyclops sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,OO81,5,5,0.0114,Americorophium spinicorne,undetermined,1,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,OO81,5,5,0.0114,Corixidae,undetermined,1,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,OO81,5,5,0.0114,Americorophium sp.,juvenile,2,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,OO81,5,5,0.0114,Gammaridea,juvenile,1,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,OO81,5,5,0.0114,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/21/2019,FCCL Control,OO81,5,5,0.0114,Diptera,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RD51,4,3,0.0048,Daphnia sp.,undetermined,5,,
Cage Prototypes,RIVERS,2/25/2019,E,RD51,4,3,0.0048,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,E,RD51,4,3,0.0048,Osphranticum labronectum,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Ostracoda,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Diaptomidae,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Halicyclops sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Diaptomidae,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Harpacticoida,undetermined,11,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Acanthocyclops sp.,adult,2,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Acanthocyclops sp.,copepodid,66,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Eurytemora affinis,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Eurytemora affinis,copepodid,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Sinocalanus doerrii,adult,3,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Bosmina sp.,undetermined,25,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Chydorus sp.,undetermined,25,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Daphnia sp.,undetermined,3,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Diacyclops thomasi,undetermined,11,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Calanoida,copepodid,19,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RD60,4,5,0.0033,Cyclopoida,copepodid,23,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC93,5,5,0.0022,Eucyclops sp.,undetermined,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC93,5,5,0.0022,Acanthocyclops sp.,adult,4,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC93,5,5,0.0022,Acanthocyclops sp.,copepodid,41,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC93,5,5,0.0022,Eurytemora affinis,adult,1,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC93,5,5,0.0022,Sinocalanus doerrii,copepodid,2,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC93,5,5,0.0022,Bosmina sp.,undetermined,11,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC93,5,5,0.0022,Chydorus sp.,undetermined,35,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC93,5,5,0.0022,Calanoida,copepodid,5,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC93,5,5,0.0022,Cyclopoida,copepodid,16,,
Cage Prototypes,Sac DWSC,3/27/2019,A,RC93,5,5,0.0022,Diacyclops thomasi,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,F,RK10,3,5,0.0038,Daphnia sp.,undetermined,6,,
Cage Prototypes,RIVERS,2/25/2019,F,RK10,3,5,0.0038,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RK10,3,5,0.0038,Acanthocyclops sp.,adult,3,,
Cage Prototypes,RIVERS,2/25/2019,D,RK74,3,3,0.0023,Daphnia sp.,undetermined,4,,
Cage Prototypes,RIVERS,2/25/2019,D,RK74,3,3,0.0023,Ceriodaphnia sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,D,RA19,3,3,0.0055,Daphnia sp.,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,D,RA19,3,3,0.0055,Ceriodaphnia sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,D,RA19,3,3,0.0055,Acanthocyclops sp.,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RN74,5,5,0.0035,Simocephalus sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RN74,5,5,0.0035,Daphnia sp.,undetermined,11,,
Cage Prototypes,RIVERS,2/25/2019,F,RN74,5,5,0.0035,Chironomidae,pupae,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RH56,4,5,0.0051,Hyallela azteca,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RH56,4,5,0.0051,Ceriodaphnia sp.,undetermined,3,,
Cage Prototypes,RIVERS,2/25/2019,F,RH56,4,5,0.0051,Eucyclops sp.,undetermined,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RH56,4,5,0.0051,Acanthocyclops sp.,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,F,RH56,4,5,0.0051,Daphnia sp.,undetermined,12,,
Cage Prototypes,RIVERS,2/25/2019,F,RH56,4,5,0.0051,Cladocera,undetermined,4,,
Cage Prototypes,RIVERS,2/25/2019,B,RI44,4,3,0.0079,Simocephalus sp.,undetermined,2,,
Cage Prototypes,RIVERS,2/25/2019,B,RI44,4,3,0.0079,Daphnia sp.,Resting egg,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RI44,4,3,0.0079,Acanthocyclops sp.,adult,1,,
Cage Prototypes,RIVERS,2/25/2019,B,RI44,4,3,0.0079,Daphnia sp.,undetermined,12,,
Cage Prototypes,RIVERS,2/25/2019,B,RI44,4,3,0.0079,Cladocera,undetermined,14,,"Very digested, number comes from counting eyes"
