Date,SamplePeriod,Year,WYType,FlowPulseType,NetFlowDays,Month,StationCode,Region,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,Classification,Organism,Phylum,Class,Order,Family,Genus,Species,TaxonName,Taxlife,TaxonRank,CommonName,LifeStage,CPUEZoop,BPUE
8/6/2014,Before,2014,C,NF,15,Aug,RCS,Upstream,24.9,0.22,672,NA,7.62,2.12,46.1,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,24.34252469,81.79088296
10/16/2019,After,2019,W,MA-Ag,26,Oct,STTD,Transition,16.9,0.5,191,226,8.45,9.04,16.4,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,43.69490618,146.8148848
7/20/2016,During,2016,BN,MA-SR,19,Jul,I80,Upstream,24.83,0.27,586,588,7.88,4.61,47.8,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,5750.336356,19321.13016
9/2/2015,During,2015,C,NF,42,Sep,LIS,Transition,22.99,0.3,653,679,7.62,5.18,34.1,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,13.86824775,46.59731243
10/7/2014,After,2014,C,NF,15,Oct,RYI,Downstream,21.2,1.1,192,NA,6.65,8.62,5.4,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,17.55590444,58.98783891
10/7/2014,After,2014,C,NF,15,Oct,RVB,Downstream,21.4,NA,232,NA,6.62,8.84,8.8,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,70.53836504,237.0089065
10/14/2015,After,2015,C,NF,42,Oct,RCS,Upstream,20.64,0.25,671,732,8.13,7.14,31.1,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,31.87242056,107.0913331
8/2/2016,After,2016,BN,MA-SR,19,Aug,LIS,Transition,22.92,0.28,420,438,7.71,5.61,39.4,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,20.45897224,68.74214671
9/16/2015,During,2015,C,NF,42,Sep,RD22,Upstream,20.74,0.2,578,629,7.73,3.37,33.3,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,75.73861006,254.4817298
9/10/2014,During,2014,C,NF,15,Sep,BL5,Downstream,19.7,0.4,183,NA,7.55,8.58,20.46,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,84.91668884,285.3200745
10/21/2014,After,2014,C,NF,15,Oct,RD22,Upstream,17.3,NA,568,NA,7.77,5.64,12.3,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,6.459480926,21.70385591
9/25/2014,After,2014,C,NF,15,Sep,RCS,Upstream,22.2,0.31,548,NA,7.32,6.8,32.1,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,39.49099544,132.6897447
9/25/2014,After,2014,C,NF,15,Sep,LIS,Transition,22.3,0.25,953,NA,7.79,9.87,39.9,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,36.32069808,122.0375455
10/7/2014,After,2014,C,NF,15,Oct,BL5,Downstream,21.5,0.3,209,NA,6.67,9.37,18.1,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,33.46905411,112.4560218
9/11/2014,During,2014,C,NF,15,Sep,LIS,Transition,22.5,0.25,474,NA,7.81,7.12,49.1,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,21.75077349,73.08259894
9/15/2015,During,2015,C,NF,42,Sep,LIS,Transition,21.48,0.32,594,638,7.8,3.81,23.3,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,16.60948632,55.80787402
10/21/2014,After,2014,C,NF,15,Oct,I80,Upstream,17.8,NA,542,NA,8.16,7.54,29.8,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,15.75699238,52.94349441
10/23/2014,After,2014,C,NF,15,Oct,RYI,Downstream,18.9,0.2,186,NA,6.65,8.08,5.9,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,9.190308655,30.87943708
10/8/2014,After,2014,C,NF,15,Oct,RD22,Upstream,20.7,0.35,597,NA,6.65,5.03,17.9,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,5.886013838,19.77700649
9/15/2015,During,2015,C,NF,42,Sep,RYI,Downstream,21.61,1.5,255,272,7.75,7.57,4.3,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,163.580002,549.6288066
10/8/2014,After,2014,C,NF,15,Oct,LIS,Transition,21.7,0.1,317,NA,6.97,5.9,87.1,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,25.42512087,85.42840612
10/2/2015,After,2015,C,NF,42,Oct,I80,Upstream,19.42,0.28,631,707,7.96,5.06,30.1,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,153.244882,514.9028036
10/25/2018,After,2018,BN,MA-Ag,30,Oct,RYI,Downstream,16.7,2.4,136,162,7.91,8.93,3.7,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,30.63171215,102.9225528
8/6/2014,Before,2014,C,NF,15,Aug,LIS,Transition,24.6,0.18,264,NA,7.79,7.76,72.8,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,15.737893,52.87932048
9/24/2014,After,2014,C,NF,15,Sep,BL5,Downstream,20.3,0.3,218,NA,8.24,9.11,29.9,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,27.23866096,91.52190082
10/14/2015,After,2015,C,NF,42,Oct,RD22,Upstream,20.44,0.28,774,848,7.98,5.31,34.7,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,19.6903483,66.15957029
8/20/2014,Before,2014,C,NF,15,Aug,RCS,Upstream,24.6,0.23,601,NA,7.76,4.96,38,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,27.34382953,91.87526724
10/21/2014,After,2014,C,NF,15,Oct,LIS,Transition,18.7,NA,260,NA,8.02,6.24,65.1,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,14.86576795,49.9489803
9/24/2014,After,2014,C,NF,15,Sep,LIB,Downstream,21.2,0.8,205,NA,7.89,8.96,10.6,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,197.207013,662.6155637
7/19/2016,During,2016,BN,MA-SR,19,Jul,STTD,Transition,22.86,0.24,735,766,8.1,7.04,57.9,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,1967.110318,6609.490668
10/8/2014,After,2014,C,NF,15,Oct,I80,Upstream,21,0.2,618,NA,7.06,6.16,24.6,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,51.94659058,174.5405444
8/21/2014,Before,2014,C,NF,15,Aug,LIB,Downstream,21.1,0.7,175,NA,7.6,8.93,10.8,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,13.61933048,45.76095041
10/14/2015,After,2015,C,NF,42,Oct,I80,Upstream,21.11,0.25,823,889,8.06,4.76,36.9,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,25.5290249,85.77752367
8/5/2014,Before,2014,C,NF,15,Aug,LIB,Downstream,23.4,1.1,156,NA,7.39,9.05,6.58,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,10.83987528,36.42198094
7/19/2017,Before,2017,W,CA,12,Jul,LIB,Downstream,22.9,1.2,138,144,7.74,7.73,6.3,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,149.5141892,502.3676758
8/16/2017,Before,2017,W,CA,12,Aug,BL5,Downstream,20.5,0.6,137,150,8.35,8.26,10.2,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,7.834128152,26.32267059
9/11/2014,During,2014,C,NF,15,Sep,RCS,Upstream,22.4,0.21,555,NA,7.93,8.16,41.6,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,7.478699935,25.12843178
10/28/2015,After,2015,C,NF,42,Oct,I80,Upstream,17.37,0.33,918,1074,8.15,2.41,19.3,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,157.1101421,527.8900775
9/11/2014,During,2014,C,NF,15,Sep,I80,Upstream,22.6,0.21,661,NA,7.59,7.33,56.3,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,134.4693389,451.8169788
8/20/2014,Before,2014,C,NF,15,Aug,RD22,Upstream,23.3,0.35,660,NA,7.97,7.44,22,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,2.115274503,7.107322329
9/15/2015,During,2015,C,NF,42,Sep,LIB,Downstream,21.35,1.7,257,276,7.84,7.74,4.2,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,46.8035904,157.2600637
9/2/2015,During,2015,C,NF,42,Sep,RD22,Upstream,22.23,0.3,605,639,7.71,3.71,31.6,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,25.00485082,84.01629875
8/13/2018,Before,2018,BN,MA-Ag,30,Aug,RYI,Downstream,21.8,1,NA,159,7.44,7.94,3.2,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,24.39909238,81.9809504
9/1/2015,During,2015,C,NF,42,Sep,STTD,Transition,23.88,0.25,723,739,7.89,6.03,49.5,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,30.49515741,102.4637289
9/15/2015,During,2015,C,NF,42,Sep,BL5,Downstream,20.27,0.6,358,397,8.05,8.32,17.9,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,25.20486204,84.68833647
8/6/2014,Before,2014,C,NF,15,Aug,I80,Upstream,23,0.15,1036,NA,7.86,3.96,66.1,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,204.592609,687.4311662
10/28/2015,After,2015,C,NF,42,Oct,RCS,Upstream,16.81,0.28,652,772,7.94,5.22,38.3,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,166.3005534,558.7698594
7/20/2016,During,2016,BN,MA-SR,19,Jul,RCS,Upstream,24.25,0.34,551,559,7.66,3.74,23.3,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,39.76446855,133.6086143
7/19/2017,Before,2017,W,CA,12,Jul,RYI,Downstream,23.2,1.4,122,127,7.7,8.03,4.9,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,167.0576679,561.3137641
10/8/2014,After,2014,C,NF,15,Oct,RCS,Upstream,20.7,0.2,533,NA,6.75,7.52,21.9,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,101.9439058,342.5315235
8/6/2014,Before,2014,C,NF,15,Aug,RD22,Upstream,24.1,0.4,692,NA,7.57,3.97,18.5,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,4.672360034,15.69912972
8/18/2015,Before,2015,C,NF,42,Aug,LIS,Transition,24.1,0.19,374,381,7.97,7.59,49.6,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,12.46165052,41.87114575
10/13/2015,After,2015,C,NF,42,Oct,RYI,Downstream,17.94,2.1,183,212,7.45,8.58,2.7,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,27.23866096,91.52190082
9/14/2016,After,2016,BN,MA-SR,19,Sep,RD22,Upstream,18.65,0.26,597,679,7.52,6.5,39.6,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,106.4970203,357.8299882
9/25/2014,After,2014,C,NF,15,Sep,I80,Upstream,21.4,0.2,738,NA,7.3,5.28,36.9,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,86.45082824,290.4747829
10/21/2014,After,2014,C,NF,15,Oct,RCS,Upstream,17.6,NA,493,NA,7.72,5.86,37,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,450.5122042,1513.721006
9/11/2014,During,2014,C,NF,15,Sep,RD22,Upstream,22.8,0.38,582,NA,7.48,4.41,19,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,1.703905738,5.72512328
11/5/2014,After,2014,C,NF,15,Nov,STTD,Transition,15,0.15,237,NA,7.77,8.77,55.5,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,35.12922544,118.0341975
10/16/2019,After,2019,W,MA-Ag,26,Oct,RYI,Downstream,16,1.9,111,135,7.43,8.92,4.9,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,27.30378627,91.74072187
10/13/2015,After,2015,C,NF,42,Oct,RVB,Downstream,18.43,2.1,187,213,7.32,8.46,2.4,Cyclopoids,Cyclopoid adult,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida adult,Order,Cyclopoid,adult,6.033554207,20.27274214
8/7/2019,Before,2019,W,MA-Ag,26,Aug,STTD,Transition,24.1,0.4,191,194,8.62,7.87,21.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,12.67098252,21.28725063
9/5/2018,During,2018,BN,MA-Ag,30,Sep,LIB,Downstream,20.9,1.9,165,179,7.86,8.27,3.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,48.67612617,81.77589196
8/6/2019,Before,2019,W,MA-Ag,26,Aug,RMB,Upstream,26.6,0.23,588,571,7.64,4.48,28.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,316.8292233,532.2730951
8/31/2017,During,2017,W,CA,12,Aug,RCS,Upstream,24.2,0.27,500,507,7.71,4.76,28.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,130.6844295,219.5498415
10/25/2018,After,2018,BN,MA-Ag,30,Oct,I80,Upstream,15.3,0.51,928,1144,7.94,8.5,14.7,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,1006.92279,1691.630287
10/19/2017,After,2017,W,CA,12,Oct,BL5,Downstream,15.5,0.9,121,148,7.96,9.38,13.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,221.4574452,372.0485079
10/4/2018,After,2018,BN,MA-Ag,30,Oct,BL5,Downstream,19.6,1.4,166,154,7.6,8.2,3.2,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,135.0378701,226.8636218
7/26/2018,Before,2018,BN,MA-Ag,30,Jul,BL5,Downstream,22.8,0.8,159,166,8.53,8.3,9.8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,198.5654288,333.5899204
8/3/2017,Before,2017,W,CA,12,Aug,RD22,Upstream,26.6,0.26,723,702,7.97,7.14,33.8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,206.6746649,347.213437
11/1/2018,After,2018,BN,MA-Ag,30,Nov,STTD,Transition,15.6,0.65,176,214,8.39,8.53,12,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,125.3934725,210.6610338
8/7/2019,Before,2019,W,MA-Ag,26,Aug,LIB,Downstream,22.6,1.23,128,134,7.44,7.81,6.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,11.6194452,19.52066794
7/26/2018,Before,2018,BN,MA-Ag,30,Jul,RVB,Downstream,23.1,1.1,129,134,7.37,7.85,6.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,40.65622358,68.30245562
8/2/2018,Before,2018,BN,MA-Ag,30,Aug,STTD,Transition,22.8,0.4,166,173,8.5,8.42,15.8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,11.49280344,19.30790978
10/2/2015,After,2015,C,NF,42,Oct,RCS,Upstream,20.03,0.3,589,650,7.73,4.79,32.7,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,246.015097,413.305363
9/13/2016,After,2016,BN,MA-SR,19,Sep,LIB,Downstream,18.22,1.15,151,174,8.32,9.57,7.2,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,110.4540197,185.562753
8/21/2019,Before,2019,W,MA-Ag,26,Aug,STTD,Transition,23.9,0.32,187,192,8.55,8.07,22.3,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,170.4879118,286.4196919
7/19/2017,Before,2017,W,CA,12,Jul,BL5,Downstream,22.5,NA,182,191,8.61,7.59,13.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,14.58197523,24.49771838
8/16/2017,Before,2017,W,CA,12,Aug,STTD,Transition,22.6,0.3,185,194,8.05,7.34,29.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,33.36468622,56.05267286
9/13/2018,During,2018,BN,MA-Ag,30,Sep,BL5,Downstream,19.4,1.2,276,308,8.34,8.61,7.5,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,37.80813802,63.51767187
10/16/2019,After,2019,W,MA-Ag,26,Oct,RVB,Downstream,16.1,2.3,109,131,7.45,8.77,4.7,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,20.58810234,34.58801194
8/4/2015,Before,2015,C,NF,42,Aug,I80,Upstream,22.57,0.41,718,753,7.72,2.11,19.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,80.65835615,135.5060383
8/16/2016,After,2016,BN,MA-SR,19,Aug,RYI,Downstream,21.78,0.9,132,140,7.97,9.86,5.9,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,279.3586371,469.3225104
9/4/2018,During,2018,BN,MA-Ag,30,Sep,I80,Upstream,23.2,0.37,519,537,7.67,5.25,22.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,98.20956835,164.9920748
10/18/2018,After,2018,BN,MA-Ag,30,Oct,BL5,Downstream,17,1.4,148,175,8.41,9.71,15.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,37.30085029,62.66542849
8/21/2014,Before,2014,C,NF,15,Aug,RYI,Downstream,21.5,0.7,174,NA,7.54,8.64,6.78,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,13.61933048,22.88047521
8/5/2014,Before,2014,C,NF,15,Aug,LIB,Downstream,23.4,1.1,156,NA,7.39,9.05,6.58,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,21.67975056,36.42198094
8/5/2014,Before,2014,C,NF,15,Aug,BL5,Downstream,21.1,0.47,165,NA,7.6,10.32,19.6,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,9.988789633,16.78116658
8/18/2015,Before,2015,C,NF,42,Aug,STTD,Transition,24.69,0.35,225,229,7.78,7.1,34.1,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,18.69163245,31.40194251
7/20/2017,Before,2017,W,CA,12,Jul,RD22,Upstream,24.9,NA,723,725,8.12,7.79,46.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,3041.026985,5108.925335
8/8/2018,Before,2018,BN,MA-Ag,30,Aug,LIB,Downstream,21,1.25,143,155,7.77,8.2,4.4,Cyclopoids,Cyclopoid copepodid,Arthropoda,Hexanauplia,Cyclopoida,NA,NA,NA,Cyclopoida,Cyclopoida copepodid,Order,Cyclopoid,copepodid,29.56884663,49.67566234
