,Taxlife,Date,Year,Month,DateTime,Time,StationCode,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,FlowMeterSpeed,StartMeter,EndMeter,VolMeso,SubMeso,VolMicro,SubMicro,Subsample,OrganismID,Classification,Organism,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Genus,Species,TaxonName,TaxonRank,CommonName,LifeStage,Count,CPUEZoop,WYType,FlowPulseType,NetFlowDays,SamplePeriod,CarbonWeight,BPUE
3347,Diaphanosoma sp. NA,10/28/2015,2015,10,10/28/2015 7:20,11:20:00,LIS,18.27,0.22,272,312,8.26,6.69,56.5,Low,973314,975000,114,0.5,114,3,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,23.94287992,C,NF,42,After,1,23.94287992
3348,Diaphanosoma sp. NA,10/16/2019,2019,10,10/16/2019 12:03,12:03:00,STTD,16.9,0.5,191,226,8.45,9.04,16.4,Low,739813,741086,52,2.4,52,8.7,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,5,7.533604514,W,MA-Ag,26,After,1,7.533604514
3349,Diaphanosoma sp. NA,8/6/2019,2019,8,8/6/2019 11:57,11:57:00,RCS,26.9,0.24,599,578,7.74,4.48,67.3,Low,934462,935251,58,5,58,9,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,36,46.85463961,W,MA-Ag,26,Before,1,46.85463961
3350,Diaphanosoma sp. NA,10/25/2018,2018,10,10/25/2018 4:07,8:07:00,RCS,15.7,0.35,528,641,7.87,6.05,24.2,Low,939488,940000,38,0.1,38,0.3,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,4,262.8105179,BN,MA-Ag,30,After,1,262.8105179
3351,Diaphanosoma sp. NA,10/15/2019,2019,10,10/15/2019 10:49,10:49:00,RCS,15.8,0.24,493,598,7.58,6.62,23.6,Low,916166,916690,48,0.3,48,0.08,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,3,81.09219675,W,MA-Ag,26,After,1,81.09219675
3352,Diaphanosoma sp. NA,9/19/2018,2018,9,9/19/2018 8:49,12:49:00,BL5,19.2,1.6,266.5,296.2,8.71,8.83,9.2,Low,978320,979214,97,1.6,97,0.2,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,4,24.01282961,BN,MA-Ag,30,During,1,24.01282961
3353,Diaphanosoma sp. NA,8/6/2014,2014,8,8/6/2014 8:00,12:00:00,I80,23,0.15,1036,NA,7.86,3.96,66.1,Low,833975,834650,600,1,300,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,51,802.6325429,C,NF,15,Before,1,802.6325429
3354,Diaphanosoma sp. NA,8/19/2015,2015,8,8/19/2015 4:55,8:55:00,RCS,24.95,0.29,698,699,7.76,3.77,38.4,Low,587888,589000,64,2,64,3,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,5,12.73750333,C,NF,42,Before,1,12.73750333
3355,Diaphanosoma sp. NA,8/8/2018,2018,8,8/8/2018 9:46,13:46:00,STTD,22.9,0.4,171,178,8.37,7.65,17.9,Low,776530,779185,67,0.4,67,1.2,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,5,27.92475718,BN,MA-Ag,30,Before,1,27.92475718
3356,Diaphanosoma sp. NA,11/2/2011,2011,11,11/2/2011 4:15,8:15:00,SHR,13.6,1.69,94,NA,8.18,10.2,NA,Regular,210000,212717,100,1,100,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,3,4.18731237,W,NF,63,After,1,4.18731237
3357,Diaphanosoma sp. NA,11/8/2018,2018,11,11/8/2018 4:42,9:42:00,STTD,14.4,0.52,174,218,8.29,9.07,16.2,Low,568933,570000,92,2,92,10,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,3.816475926,BN,MA-Ag,30,After,1,3.816475926
3358,Diaphanosoma sp. NA,9/13/2017,2017,9,9/13/2017 8:09,12:09:00,BL5,22.4,0.8,151,159,7.88,7.95,9,Low,947591,950000,120,0.2,120,0.8,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,7,154.3411051,W,CA,12,During,1,154.3411051
3359,Diaphanosoma sp. NA,9/24/2014,2014,9,9/24/2014 5:47,9:47:00,STTD,21.3,0.24,340,NA,7.97,7.84,48,Low,763594,765000,2000,1,400,1,4,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,30,944.4414806,C,NF,15,After,1,944.4414806
3360,Diaphanosoma sp. NA,7/19/2017,2017,7,7/19/2017 7:31,11:31:00,BL5,22.5,NA,182,191,8.61,7.59,13.4,Low,41373,43000,67,1.5,67,1.5,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,4.860658409,W,CA,12,Before,1,4.860658409
3361,Diaphanosoma sp. NA,8/7/2019,2019,8,8/7/2019 11:59,11:59:00,BL5,23,0.9,144,149,7.84,7.86,7.3,Low,982387,986000,38,1,38,6,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,0.931075181,W,MA-Ag,26,Before,1,0.931075181
3362,Diaphanosoma sp. NA,9/13/2018,2018,9,9/13/2018 8:29,12:29:00,BL5,19.4,1.2,276,308,8.34,8.61,7.5,Low,672800,675783,98,1,98,2,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,9,26.17486478,BN,MA-Ag,30,During,1,26.17486478
3363,Diaphanosoma sp. NA,10/7/2014,2014,10,10/7/2014 5:40,9:40:00,STTD,21.7,0.2,242,NA,6.63,7.87,42.9,Low,748550,750000,2000,1,1000,1,2,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,122.1043422,C,NF,15,After,1,122.1043422
3364,Diaphanosoma sp. NA,7/26/2018,2018,7,7/26/2018 9:11,13:11:00,LIS,26.6,0.24,231,224,8.12,7.45,33.7,Low,957467,958752,40,2,40,20,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,185,254.8987533,BN,MA-Ag,30,Before,1,254.8987533
3365,Diaphanosoma sp. NA,9/18/2019,2019,9,9/18/2019 9:42,9:42:00,RYI,19.8,1.8,143,159,7.49,8.21,6.2,Low,807818,810000,39,0.6,39,11,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,5.274213683,W,MA-Ag,26,During,1,5.274213683
3366,Diaphanosoma sp. NA,7/26/2018,2018,7,7/26/2018 9:20,13:20:00,STTD,25.1,0.28,177,177,8.51,7.92,19.3,Low,804883,808000,36,0.1,36,1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,20.44865789,BN,MA-Ag,30,Before,1,20.44865789
3367,Diaphanosoma sp. NA,7/19/2016,2016,7,7/19/2016 5:47,9:47:00,LIS,23.13,0.3,614,637,8.12,5.99,36.6,Regular,967251,967995,59,0.7,59,0.1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,20,429.620286,BN,MA-SR,19,During,1,429.620286
3368,Diaphanosoma sp. NA,10/19/2012,2012,10,10/19/2012 4:27,8:27:00,SHR,17.4,1.4,107,NA,7.38,9.95,33.2,Low,984605,984980,100,1,100,1,11,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,4.292152636,BN,CA,38,After,1,4.292152636
3369,Diaphanosoma sp. NA,9/15/2015,2015,9,9/15/2015 7:08,11:08:00,BL5,20.27,0.6,358,397,8.05,8.32,17.9,Low,552058,555500,98,0.1,98,0.25,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,5,126.0243102,C,NF,42,During,1,126.0243102
3370,Diaphanosoma sp. NA,10/21/2014,2014,10,10/21/2014 5:12,9:12:00,RCS,17.6,NA,493,NA,7.72,5.86,37,Low,737345,738000,2000,1,2000,1,3,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,6,540.614645,C,NF,15,After,1,540.614645
3371,Diaphanosoma sp. NA,10/27/2015,2015,10,10/27/2015 8:05,12:05:00,RYI,19.11,2.1,175,197,7.73,8.61,2.5,Low,980856,983000,90,0.2,90,0.1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,4,74.32190607,C,NF,42,After,1,74.32190607
3372,Diaphanosoma sp. NA,10/9/2018,2018,10,10/9/2018 5:35,9:35:00,RCS,19.3,0.36,563,632,7.71,4.43,21.3,Low,946297,947437,56,0.1,56,0.3,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,10,434.8628329,BN,MA-Ag,30,After,1,434.8628329
3373,Diaphanosoma sp. NA,7/18/2016,2016,7,7/18/2016 4:25,8:25:00,SHR,19.86,NA,82,91,6.87,9.38,7.8,Regular,63000,63817,79,1.7,79,1.7,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,4,43.14096475,BN,MA-SR,19,During,1,43.14096475
3374,Diaphanosoma sp. NA,11/15/2011,2011,11,11/15/2011 3:07,8:07:00,SHR,12.5,1.3,102,NA,8.3,10.61,NA,Low,4703,5200,100,1,100,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,3.562400327,W,NF,63,After,1,3.562400327
3375,Diaphanosoma sp. NA,7/26/2018,2018,7,7/26/2018 8:11,12:11:00,I80,24,0.2,1110,1131,8.03,3.47,45.4,Low,958772,959666,62,0.1,62,0.6,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,145,8902.075801,BN,MA-Ag,30,Before,1,8902.075801
3376,Diaphanosoma sp. NA,10/15/2019,2019,10,10/15/2019 14:24,14:24:00,I80,16.9,0.26,606,718,8.37,14.21,31.9,Low,914459,915000,49,1.2,49,1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,13.36339112,W,MA-Ag,26,After,1,13.36339112
3377,Diaphanosoma sp. NA,9/4/2019,2019,9,9/4/2019 10:50,10:50:00,LIB,22.2,1.55,140,147,7.57,7.85,4.1,Low,848500,852261,43,0.2,43,14,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,10.12125198,W,MA-Ag,26,During,1,10.12125198
3378,Diaphanosoma sp. NA,9/5/2018,2018,9,9/5/2018 8:45,12:45:00,LIB,20.9,1.9,165,179,7.86,8.27,3.5,Low,689590,693000,75,0.2,75,1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,3,29.2056757,BN,MA-Ag,30,During,1,29.2056757
3379,Diaphanosoma sp. NA,10/25/2018,2018,10,10/25/2018 5:43,9:43:00,RD22,16,0.3,679,820,7.58,5.7,23,Low,938986,940000,35,0.7,35,12,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,3,13.09551008,BN,MA-Ag,30,After,1,13.09551008
3380,Diaphanosoma sp. NA,8/19/2015,2015,8,8/19/2015 7:30,11:30:00,I80,22.4,0.4,930,978,8.08,2.55,74.2,Low,585656,587000,68,0.5,68,1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,17.91590498,C,NF,42,Before,1,17.91590498
3381,Diaphanosoma sp. NA,7/19/2017,2017,7,7/19/2017 6:10,10:10:00,STTD,25.2,0.25,234.9,234.2,8.14,6.94,30.5,Low,43919,45000,55,1.2,1.2,1.7,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,3.753400128,W,CA,12,Before,1,3.753400128
3382,Diaphanosoma sp. NA,9/5/2018,2018,9,9/5/2018 8:20,12:20:00,BL5,20.4,0.8,201,221,8.47,8.34,7.9,Low,586320,590038,89,0.5,89,0.8,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,8.476366522,BN,MA-Ag,30,During,1,8.476366522
3383,Diaphanosoma sp. NA,8/3/2015,2015,8,8/3/2015 8:10,12:10:00,LIB,22.35,0.7,199,209,7.53,8.09,10.9,Low,626655,629000,255,0.7,255,6.7,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,27.50416116,C,NF,42,Before,1,27.50416116
3384,Diaphanosoma sp. NA,9/3/2019,2019,9,9/3/2019 12:04,12:04:00,RD22,23.6,0.28,504,518,7.66,4.19,31.6,Low,925713,927000,58,1,58,3.6,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,4,15.95800339,W,MA-Ag,26,During,1,15.95800339
3385,Diaphanosoma sp. NA,9/17/2013,2013,9,9/17/2013 6:41,10:41:00,STTD,21.3,0.2,899,NA,7.88,8.36,64.2,Low,930000,930600,950,1,950,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,2,56.06624381,D,NF,42,During,1,56.06624381
3386,Diaphanosoma sp. NA,9/18/2019,2019,9,9/18/2019 11:59,11:59:00,STTD,21.8,0.3,569,606,7.79,6.03,27.6,Low,795258,797274,63,0.8,63,4.4,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,3.45803313,W,MA-Ag,26,During,1,3.45803313
3387,Diaphanosoma sp. NA,9/5/2012,2012,9,9/5/2012 5:45,9:45:00,STTD,21.8,0.31,560,NA,7.88,5.93,43.2,Low,989998,990400,200,1,500,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,27,237.8300994,BN,CA,38,During,1,237.8300994
3388,Diaphanosoma sp. NA,8/20/2019,2019,8,8/20/2019 9:27,9:27:00,I80,22.9,0.15,603,629,8,5.81,75,Low,932045,933000,50,0.2,50,0.4,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,72,1668.546247,W,MA-Ag,26,Before,1,1668.546247
3389,Diaphanosoma sp. NA,7/19/2017,2017,7,7/19/2017 4:34,8:34:00,LIS,24.4,0.14,413,418,8.02,5.49,84.4,Low,992962,995000,78,0.3,78,3.1,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,30,338.8125885,W,CA,12,Before,1,338.8125885
3390,Diaphanosoma sp. NA,8/17/2017,2017,8,8/17/2017 7:54,11:54:00,I80,23,0.13,620,644,8.19,5.74,92,Low,975988,977000,78,0.2,78,0.6,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,40,1364.624615,W,CA,12,Before,1,1364.624615
3391,Diaphanosoma sp. NA,8/6/2019,2019,8,8/6/2019 11:28,11:28:00,LIS,25.1,0.21,527,526,7.98,5.31,49.9,Low,890556,890720,60,0.3,60,2.3,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,92,9932.145887,W,MA-Ag,26,Before,1,9932.145887
3392,Diaphanosoma sp. NA,8/3/2017,2017,8,8/3/2017 7:33,11:33:00,I80,25.8,0.15,847,834,8.13,5.77,85.9,Low,981225,982216,60,0.1,60,0.5,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,72,3859.039353,W,CA,12,Before,1,3859.039353
3393,Diaphanosoma sp. NA,8/18/2015,2015,8,8/18/2015 5:30,9:30:00,STTD,24.69,0.35,225,229,7.78,7.1,34.1,Low,611954,614000,36,0.5,36,5,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,3.115272075,C,NF,42,Before,1,3.115272075
3394,Diaphanosoma sp. NA,10/3/2013,2013,10,10/3/2013 6:27,10:27:00,STTD,18.5,0.17,539,NA,8.16,8.69,55.4,Low,925596,927000,1600,1,300,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,20.1767859,D,NF,42,After,1,20.1767859
3395,Diaphanosoma sp. NA,7/20/2016,2016,7,7/20/2016 8:55,12:55:00,I80,24.83,0.27,586,588,7.88,4.61,47.8,Low,963869,965140,86,0.15,86,0.15,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,5,199.6644568,BN,MA-SR,19,During,1,199.6644568
3396,Diaphanosoma sp. NA,9/20/2011,2011,9,9/20/2011 4:10,8:10:00,SHR,19.3,0.88,132,NA,8.12,9.46,NA,Regular,168000,172225,200,1,200,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,11,19.74693567,W,NF,63,During,1,19.74693567
3397,Diaphanosoma sp. NA,11/15/2011,2011,11,11/15/2011 5:18,10:18:00,STTD,11.9,0.29,412,NA,7.91,7.61,NA,Low,1992,4600,500,1,150,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,3.394388348,W,NF,63,After,1,3.394388348
3398,Diaphanosoma sp. NA,9/13/2018,2018,9,9/13/2018 7:27,11:27:00,RYI,20.1,2,169,187,7.65,8.11,3.8,Low,675899,679600,56,0.2,56,1.4,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,6.69742812,BN,MA-Ag,30,During,1,6.69742812
3399,Diaphanosoma sp. NA,10/21/2014,2014,10,10/21/2014 6:45,10:45:00,I80,17.8,NA,542,NA,8.16,7.54,29.8,Low,733764,735000,100,1,100,1,5,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,1.432453853,C,NF,15,After,1,1.432453853
3400,Diaphanosoma sp. NA,9/14/2016,2016,9,9/14/2016 6:50,10:50:00,LIS,19.85,0.18,359,399,8,8.98,78.5,Low,948360,949000,58,0.13,58,0.11,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,12,740.5510948,BN,MA-SR,19,After,1,740.5510948
3401,Diaphanosoma sp. NA,9/5/2018,2018,9,9/5/2018 9:15,13:15:00,RYI,21.2,1.9,164,177,7.77,8.2,3.1,Low,953745,957875,85,0.1,85,0.6,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,3,54.65869315,BN,MA-Ag,30,During,1,54.65869315
